Date,Close,High,Low,Open,Volume
3/19/2024,503.4573364,503.7404249,498.9763634,499.9819204,60755300
3/20/2024,508.1140747,508.2507628,502.8424072,503.5160161,69594600
3/21/2024,509.7932129,511.6578075,509.5100648,510.9549424,60256100
3/22/2024,508.8267517,510.1934538,508.5924037,509.7053331,79070800
3/25/2024,507.4208679,508.5728253,507.264636,507.4501242,48512100
3/26/2024,506.4837341,509.1879415,506.0835014,508.8462213,65463700
3/27/2024,510.7400513,510.779139,507.1474911,509.3147774,82999800
3/28/2024,510.6425171,512.1459072,510.3594286,510.7792052,96294900
4/1/2024,509.7540894,511.9213758,508.5923599,511.3844551,62477500
4/2/2024,506.51297,506.6495984,504.2089956,505.9271895,74230300
4/3/2024,507.0694275,508.5728771,505.3707773,505.4195774,59155800
4/4/2024,500.8800964,511.4234898,500.577464,511.0818292,96858100
4/5/2024,506.1127014,508.0749557,501.7977321,502.2370526,74546500
4/8/2024,506.3957825,507.821116,505.5855452,506.8156186,48401800
4/9/2024,506.9815674,508.3775851,502.1296178,508.1335248,68049200
4/10/2024,501.9051514,503.8966621,499.9234126,501.2803427,82652800
4/11/2024,505.6930237,507.1378418,499.9136915,503.4281366,70099000
4/12/2024,498.7128296,503.5647496,496.9848636,502.1491879,92561100
4/15/2024,492.4649048,503.0570984,491.6155499,502.8911541,92101400
4/16/2024,491.5667725,494.4662103,490.2781268,492.9432762,73484000
4/17/2024,488.6575012,494.1928017,487.2614835,494.0268276,75910300
4/18/2024,487.6520386,492.1525264,486.7148553,490.0536136,74548100
4/19/2024,483.3955994,488.5696658,482.1264679,487.5739105,102212600
4/22/2024,487.84729,490.4440954,483.6592066,486.0021797,67961000
4/23/2024,493.6363831,494.0659316,487.6617914,489.8583342,64633600
4/24/2024,493.4020691,495.3154935,491.1762403,494.5247405,55928100
4/25/2024,491.52771,492.289177,485.6702623,487.3201124,69122400
4/26/2024,496.1843567,497.7658627,493.6851816,494.3197324,64306100
4/29/2024,497.9416199,498.6152287,495.1983843,497.9709059,46415400
4/30/2024,490.0535889,497.4534844,490.0535889,496.4772431,77483600
5/1/2024,488.4623413,496.1160695,487.9937348,489.4678687,80242800
5/2/2024,493.0310974,493.8706803,487.6812849,492.1720004,62550200
5/3/2024,499.142395,500.3724387,496.4772457,499.0154789,72756700
5/6/2024,504.2969971,504.3360253,501.1046688,501.5439893,47264700
5/7/2024,504.853302,506.2493195,504.1796933,505.2633066,52561300
5/8/2024,504.9022217,505.4391425,502.900939,503.0180832,42047200
5/9/2024,507.8114319,507.8505197,504.433675,505.08774,43643700
5/10/2024,508.4655151,510.2227375,507.2452136,509.4124405,52233200
5/13/2024,508.5338135,510.2520076,507.3916279,510.1446354,36716400
5/14/2024,510.8670349,511.3844714,508.1921434,508.7290642,57535900
5/15/2024,517.1931152,517.4859757,512.7023698,513.3369504,59504900
5/16/2024,516.1289673,518.8917466,515.9825073,517.2906967,50244800
5/17/2024,516.8709106,516.9392547,514.7915121,516.246102,59187600
5/20/2024,517.4664917,518.9308537,516.5976226,516.988143,37764200
5/21/2024,518.7355347,518.8917666,516.4999637,516.7049958,33437000
5/22/2024,517.2418823,518.7550442,515.064824,518.0424072,48390000
5/23/2024,513.4639282,520.40499,512.2533389,520.2976178,57211200
5/24/2024,516.8612061,517.671503,514.3620307,515.3089561,41291100
5/28/2024,517.2223511,517.9057318,514.5864879,517.6714435,36269600
5/29/2024,513.6004639,514.7817372,512.8878269,513.1904593,45190300
5/30/2024,510.1933899,512.7218808,508.9438322,512.0580439,46377600
5/31/2024,514.8403931,514.9673092,506.044449,511.1502318,90785800
6/3/2024,515.2601318,516.7342657,510.1836653,516.4511772,46835700
6/4/2024,515.8360596,516.5780124,512.4875597,513.9519214,34632700
6/5/2024,521.9668579,521.9864018,516.1679829,518.159553,47610400
6/6/2024,521.9571533,522.6991063,520.0242146,522.2695577,30808500
6/7/2024,521.3225708,524.1341502,519.8874653,520.9808506,43224500
6/10/2024,522.9334106,523.255587,519.9168583,520.5123512,35686100
6/11/2024,524.192688,524.2512601,519.4090826,521.3811088,36383400
6/12/2024,528.4978638,531.1922987,527.4630506,528.7614679,63251300
6/13/2024,529.5621338,530.4212309,526.7700978,530.2455147,44760900
6/14/2024,529.8842773,529.9135336,527.0238379,528.0293951,40089900
6/17/2024,534.1015015,535.4975787,528.7419472,529.2008115,55839500
6/18/2024,535.4585571,535.5854733,533.740363,534.1601396,41376400
6/20/2024,534.0039673,537.0498352,532.227201,536.3859983,70328200
6/21/2024,533.2879639,534.4044835,531.8286815,533.1802453,64338600
6/24/2024,531.5545654,535.6778223,531.4370433,533.1118231,45528700
6/25/2024,533.6014404,533.9638102,531.2606824,532.778726,37936200
6/26/2024,534.267395,534.9823311,531.8385254,532.4848969,38550600
6/27/2024,535.1096802,535.687547,533.385943,534.1302895,35041500
6/28/2024,533.0039673,538.9391322,531.7601818,535.8833783,76144500
7/1/2024,534.1010132,534.6298627,531.3391239,534.385015,40297800
7/2/2024,537.6953125,537.6953125,532.4457926,532.4947501,40434800
7/3/2024,540.0948486,540.4572184,537.342763,537.3819171,32789900
7/5/2024,543.2093506,543.6108745,539.7618757,540.3985037,41488400
7/8/2024,543.8361206,544.7861009,542.7685584,543.9927968,36110500
7/9/2024,544.3649902,545.6969473,544.071185,544.7959246,27289700
7/10/2024,549.7515869,550.0943497,545.2953712,545.5891765,38701200
7/11/2024,545.0112305,550.740701,544.3746625,549.8690291,53054200
7/12/2024,548.4489746,552.0531251,545.6675386,546.137627,53084400
7/15/2024,549.9573364,553.1991175,548.09647,550.4470318,40584300
7/16/2024,553.2186279,553.5124332,550.5155,551.26965,36475300
7/17/2024,545.461853,548.958285,545.1386374,547.2835054,57119000
7/18/2024,541.2700195,547.9886849,539.0859975,546.9994908,56270400
7/19/2024,537.6757202,542.6608455,536.6179615,541.0350233,65509100
7/22/2024,543.2189941,543.8262115,539.6638017,541.6029758,43346700
7/23/2024,542.3670654,545.2660239,541.87737,543.1113522,34439600
7/24/2024,530.0756226,537.8519873,529.1549929,537.5483786,74515300
7/25/2024,527.3136597,536.1771923,526.373483,530.1930704,61158300
7/26/2024,533.2195435,535.9128682,530.3303286,531.1040856,53763800
7/29/2024,533.5328369,535.7756199,531.5348418,534.7668786,39515800
7/30/2024,530.8297119,536.0596841,527.4214517,535.0019255,46853600
7/31/2024,539.4581909,542.0927543,536.2947781,537.6658892,65663400
8/1/2024,531.8190308,543.4345918,528.3127948,541.1820048,76428700
8/2/2024,521.9173584,525.9230331,517.7059303,524.7085981,82789100
8/5/2024,506.7171936,512.7894282,499.7537098,501.0955002,146267400
8/6/2024,511.3888855,518.832231,507.1970645,508.5192181,84826300
8/7/2024,507.9707336,520.6343075,507.3733197,517.5785536,70698300
8/8/2024,519.7136841,520.3404487,511.0852547,513.1125407,63276600
8/9/2024,522.0053711,523.4940639,517.666678,518.8909162,45619600
8/12/2024,522.2797241,524.6889871,520.0075304,523.2003538,42542100
8/13/2024,530.8688354,531.1039394,525.2275961,525.4724437,52333100
8/14/2024,532.5437012,533.7287855,528.9885081,531.6622256,42446900
8/15/2024,541.6716309,541.9556326,537.5679814,538.1751988,60846800
8/16/2024,542.8860474,543.5814363,539.8989177,540.0555939,44430700
8/19/2024,548.0767822,548.0767822,542.445286,543.2973511,39121800
8/20/2024,547.1856079,549.2815184,545.8438474,547.6263457,33732300
8/21/2024,549.0661011,550.5253839,543.2974745,548.2336428,41514600
8/22/2024,544.7566528,551.5732335,543.542218,550.966016,56121500
8/23/2024,550.5448608,551.4850974,545.8045839,547.9984691,50639400
8/26/2024,549.2324829,552.2881771,547.5283527,551.573241,35788600
8/27/2024,549.9866943,550.4763897,546.8134777,547.9593482,32693900
8/28/2024,546.7937622,550.0747566,543.6009393,549.6438223,41066000
8/29/2024,546.8427124,552.062881,545.6968421,548.7623395,38715200
8/30/2024,552.0629883,552.5722906,545.6577941,549.2129874,62700100
9/3/2024,540.7020874,549.2521499,538.1850459,548.9191308,60600100
9/4/2024,539.5952759,543.0035361,538.1359934,538.8607329,47224900
9/5/2024,538.2828979,542.3865473,535.8246178,539.5365467,44264300
9/6/2024,529.2235107,540.2318519,528.3224881,538.6060898,68493800
9/9/2024,535.1489258,536.4221817,531.4958171,533.4252481,40445800
9/10/2024,537.4798584,537.8324845,532.1813804,537.0587275,36394600
9/11/2024,542.9937744,543.9144041,528.8318232,537.3916883,75248600
9/12/2024,547.5675049,547.8711136,541.3483388,543.5715746,51819600
9/13/2024,550.4274292,551.4264269,547.9201912,548.1748423,39310500
9/16/2024,551.2402344,551.5046292,548.3608236,550.1628688,36656100
9/17/2024,551.4655151,554.903186,549.2324757,553.4536471,49321000
9/18/2024,549.8300171,556.9697545,549.2717572,552.1217581,59044900
9/19/2024,559.2124634,561.0733296,556.3722663,559.2418738,75315500
9/20/2024,558.2457886,559.2871246,555.2199961,557.8430331,77503100
9/23/2024,559.6408691,560.2892833,558.098502,559.316722,44116900
9/24/2024,561.2421265,561.3010678,557.6072538,560.4365555,46805700
9/25/2024,560.0043335,561.8217999,558.8942225,561.0850038,38428600
9/26/2024,562.2244873,564.5920922,559.8667759,564.2678851,48336000
9/27/2024,561.4090576,564.110643,560.3775552,563.2952986,42100900
9/30/2024,563.6588135,564.2678934,558.0788186,560.3775887,63557400
10/1/2024,558.609314,563.953544,556.0354444,563.3051898,72668800
10/2/2024,558.8450928,559.8668217,555.318329,557.7153747,38097800
10/3/2024,557.8233643,559.7684866,555.5343678,557.3714411,40846500
10/4/2024,562.8925171,563.2658319,558.098426,562.2736036,42939100
10/7/2024,557.8037109,561.8905066,556.6543259,561.2420925,49964700
10/8/2024,563.0791626,563.6784689,559.5032914,560.3775771,37398700
10/9/2024,566.9793091,567.5392813,562.4700909,563.0693373,37912200
10/10/2024,565.9870605,567.4115448,564.3759189,565.6334128,44138100
10/11/2024,569.3764038,570.1131999,565.7709717,565.9085213,42268000
10/14/2024,574.032959,574.9662461,570.5061351,570.987499,36217200
10/15/2024,569.572876,574.6027325,568.3546561,574.2981925,54203600
10/16/2024,572.0484619,572.5691599,568.767297,569.5728679,30725400
