timestamp_utc,participant_id,group,scenario_id,trial_index,condition,signal_shown,confidence_shown,decision,confidence_rating,response_time_seconds,actual_outcome,actual_decision,model_correct,decision_correct,model_recommended_decision,agrees_with_model
2026-08-10 16:36:35.900336,21,group_1,2025-05-21 14:40:00-04:00,16,unexplained,up,0.3529,buy,3,5.363,down,sell,False,False,buy,True
2026-08-10 16:36:41.775966,21,group_1,2025-12-12 11:50:00-05:00,17,unexplained,down,0.4241,hold,3,5.508,up,buy,False,False,sell,False
2026-08-10 16:36:48.311525,21,group_1,2025-12-22 11:45:00-05:00,18,unexplained,flat,0.8806,hold,3,6.219,flat,hold,True,True,hold,True
2026-08-10 16:36:53.913818,21,group_1,2026-06-24 14:40:00-04:00,19,unexplained,down,0.6079,sell,3,5.332,down,sell,True,True,sell,True
2026-08-11 10:00:48.493429,56,group_2,2022-09-27 11:00:00-04:00,0,explained,up,0.9032,buy,2,78.983,down,sell,False,False,buy,True
2026-08-11 10:01:48.971838,56,group_2,2022-11-14 12:55:00-05:00,1,explained,down,0.4507,sell,3,59.509,up,buy,False,False,sell,True
2026-08-11 10:02:07.192636,56,group_2,2023-04-20 09:50:00-04:00,2,explained,flat,0.4116,hold,3,17.713,up,buy,False,False,hold,True
2026-08-11 10:02:29.373225,56,group_2,2023-12-01 14:55:00-05:00,3,explained,down,0.6042,buy,4,21.307,flat,hold,False,False,sell,False
2026-08-11 10:02:43.429674,56,group_2,2024-04-26 11:30:00-04:00,4,explained,flat,0.4042,hold,3,13.605,up,buy,False,False,hold,True
2026-08-11 10:03:34.859607,56,group_2,2024-09-26 09:40:00-04:00,5,explained,down,0.7008,sell,3,50.977,down,sell,True,True,sell,True
2026-08-11 10:03:47.049983,56,group_2,2025-05-21 14:40:00-04:00,6,explained,up,0.3529,hold,3,11.098,down,sell,False,False,buy,False
2026-08-11 10:04:07.559360,56,group_2,2025-12-12 11:50:00-05:00,7,explained,down,0.4241,sell,2,20.092,up,buy,False,False,sell,True
2026-08-11 10:04:19.937439,56,group_2,2025-12-22 11:45:00-05:00,8,explained,flat,0.8806,hold,5,11.917,flat,hold,True,True,hold,True
2026-08-11 10:04:51.549600,56,group_2,2026-06-24 14:40:00-04:00,9,explained,down,0.6079,sell,3,31.126,down,sell,True,True,sell,True
2026-08-11 10:05:12.450820,56,group_2,2022-09-06 11:45:00-04:00,10,unexplained,up,0.818,buy,4,20.445,down,sell,False,False,buy,True
2026-08-11 10:05:20.816019,56,group_2,2022-11-07 13:25:00-05:00,11,unexplained,up,0.4333,buy,2,6.768,up,buy,True,True,buy,True
2026-08-11 10:05:26.980334,56,group_2,2023-03-20 09:30:00-04:00,12,unexplained,up,0.5718,buy,3,5.759,up,buy,True,True,buy,True
2026-08-11 10:05:38.244682,56,group_2,2023-10-20 14:40:00-04:00,13,unexplained,flat,0.3523,hold,2,10.781,down,sell,False,False,hold,True
2026-08-11 10:05:45.272558,56,group_2,2023-12-26 13:45:00-05:00,14,unexplained,flat,0.8882,hold,5,6.337,flat,hold,True,True,hold,True
2026-08-11 10:05:56.013727,56,group_2,2024-07-08 11:20:00-04:00,15,unexplained,flat,0.8107,hold,5,10.253,down,sell,False,False,hold,True
2026-08-11 10:06:02.306025,56,group_2,2025-03-28 12:45:00-04:00,16,unexplained,down,0.4593,sell,2,5.849,down,sell,True,True,sell,True
2026-08-11 10:06:15.326549,56,group_2,2025-07-18 10:35:00-04:00,17,unexplained,flat,0.7856,hold,3,12.484,flat,hold,True,True,hold,True
2026-08-11 10:06:26.417327,56,group_2,2025-12-18 13:05:00-05:00,18,unexplained,up,0.3841,hold,2,10.421,flat,hold,False,True,buy,False
2026-08-11 10:06:34.112613,56,group_2,2026-02-17 13:05:00-05:00,19,unexplained,up,0.3797,hold,2,7.268,up,buy,True,False,buy,False
2026-08-11 11:24:32.646041,61,group_2,2022-09-27 11:00:00-04:00,0,explained,up,0.9032,hold,3,35.956,down,sell,False,False,buy,False
2026-08-11 11:24:47.609350,61,group_2,2022-11-14 12:55:00-05:00,1,explained,down,0.4507,sell,3,14.241,up,buy,False,False,sell,True
2026-08-11 11:25:00.001482,61,group_2,2023-04-20 09:50:00-04:00,2,explained,flat,0.4116,hold,3,11.714,up,buy,False,False,hold,True
2026-08-11 11:25:19.913773,61,group_2,2023-12-01 14:55:00-05:00,3,explained,down,0.6042,buy,4,19.173,flat,hold,False,False,sell,False
2026-08-11 11:25:33.318579,61,group_2,2024-04-26 11:30:00-04:00,4,explained,flat,0.4042,buy,5,12.98,up,buy,False,True,hold,False
2026-08-11 11:25:47.744351,61,group_2,2024-09-26 09:40:00-04:00,5,explained,down,0.7008,sell,2,14.026,down,sell,True,True,sell,True
2026-08-11 11:25:54.330588,61,group_2,2025-05-21 14:40:00-04:00,6,explained,up,0.3529,sell,1,6.185,down,sell,False,True,buy,False
2026-08-11 11:26:03.338697,61,group_2,2025-12-12 11:50:00-05:00,7,explained,down,0.4241,buy,4,8.532,up,buy,False,True,sell,False
2026-08-11 11:26:11.749038,61,group_2,2025-12-22 11:45:00-05:00,8,explained,flat,0.8806,hold,3,7.945,flat,hold,True,True,hold,True
2026-08-11 11:26:17.460388,61,group_2,2026-06-24 14:40:00-04:00,9,explained,down,0.6079,sell,4,5.248,down,sell,True,True,sell,True
2026-08-11 11:26:27.048882,61,group_2,2022-09-06 11:45:00-04:00,10,unexplained,up,0.818,buy,4,9.169,down,sell,False,False,buy,True
2026-08-11 11:26:32.828927,61,group_2,2022-11-07 13:25:00-05:00,11,unexplained,up,0.4333,buy,4,5.337,up,buy,True,True,buy,True
2026-08-11 11:26:41.455576,61,group_2,2023-03-20 09:30:00-04:00,12,unexplained,up,0.5718,sell,2,8.18,up,buy,True,False,buy,False
2026-08-11 11:26:46.710539,61,group_2,2023-10-20 14:40:00-04:00,13,unexplained,flat,0.3523,sell,4,4.825,down,sell,False,True,hold,False
2026-08-11 11:26:54.150451,61,group_2,2023-12-26 13:45:00-05:00,14,unexplained,flat,0.8882,buy,5,7.021,flat,hold,True,False,hold,False
2026-08-11 11:27:00.168541,61,group_2,2024-07-08 11:20:00-04:00,15,unexplained,flat,0.8107,hold,4,5.605,down,sell,False,False,hold,True
2026-08-11 11:27:05.666659,61,group_2,2025-03-28 12:45:00-04:00,16,unexplained,down,0.4593,sell,2,5.003,down,sell,True,True,sell,True
2026-08-11 11:27:12.983039,61,group_2,2025-07-18 10:35:00-04:00,17,unexplained,flat,0.7856,sell,4,6.893,flat,hold,True,False,hold,False
2026-08-11 11:27:21.883538,61,group_2,2025-12-18 13:05:00-05:00,18,unexplained,up,0.3841,hold,4,8.497,flat,hold,False,True,buy,False
2026-08-11 11:27:27.790743,61,group_2,2026-02-17 13:05:00-05:00,19,unexplained,up,0.3797,hold,2,5.476,up,buy,True,False,buy,False
2026-08-11 11:27:42.801629,64,group_1,2022-09-06 11:45:00-04:00,0,explained,up,0.818,buy,3,24.075,down,sell,False,False,buy,True
2026-08-11 11:28:07.407152,64,group_1,2022-11-07 13:25:00-05:00,1,explained,up,0.4333,buy,3,24.196,up,buy,True,True,buy,True
2026-08-11 11:28:37.741006,64,group_1,2023-03-20 09:30:00-04:00,2,explained,up,0.5718,buy,4,29.877,up,buy,True,True,buy,True
2026-08-11 11:28:53.397585,64,group_1,2023-10-20 14:40:00-04:00,3,explained,flat,0.3523,buy,4,15.251,down,sell,False,False,hold,False
2026-08-11 11:29:06.531507,64,group_1,2023-12-26 13:45:00-05:00,4,explained,flat,0.8882,buy,4,12.634,flat,hold,True,False,hold,False
2026-08-11 11:29:23.937959,64,group_1,2024-07-08 11:20:00-04:00,5,explained,flat,0.8107,buy,3,16.938,down,sell,False,False,hold,False
2026-08-11 11:29:35.538761,64,group_1,2025-03-28 12:45:00-04:00,6,explained,down,0.4593,sell,3,11.205,down,sell,True,True,sell,True
2026-08-11 11:29:46.553652,64,group_1,2025-07-18 10:35:00-04:00,7,explained,flat,0.7856,buy,4,10.593,flat,hold,True,False,hold,False
2026-08-11 11:30:00.597411,64,group_1,2025-12-18 13:05:00-05:00,8,explained,up,0.3841,buy,4,13.65,flat,hold,False,False,buy,True
2026-08-11 11:30:07.567745,64,group_1,2026-02-17 13:05:00-05:00,9,explained,up,0.3797,buy,5,6.526,up,buy,True,True,buy,True
2026-08-11 11:30:22.930262,64,group_1,2022-09-27 11:00:00-04:00,10,unexplained,up,0.9032,sell,5,14.947,down,sell,False,True,buy,False
2026-08-11 11:30:27.431798,64,group_1,2022-11-14 12:55:00-05:00,11,unexplained,down,0.4507,buy,4,4.074,up,buy,False,True,sell,False
2026-08-11 11:30:33.951755,64,group_1,2023-04-20 09:50:00-04:00,12,unexplained,flat,0.4116,buy,4,6.099,up,buy,False,True,hold,False
2026-08-11 11:30:43.328343,64,group_1,2023-12-01 14:55:00-05:00,13,unexplained,down,0.6042,sell,4,8.919,flat,hold,False,False,sell,True
2026-08-11 11:31:26.280263,64,group_1,2024-04-26 11:30:00-04:00,14,unexplained,flat,0.4042,hold,5,42.456,up,buy,False,False,hold,True
2026-08-11 11:31:30.508911,64,group_1,2024-09-26 09:40:00-04:00,15,unexplained,down,0.7008,buy,3,3.79,down,sell,True,False,sell,False
2026-08-11 11:31:37.696588,64,group_1,2025-05-21 14:40:00-04:00,16,unexplained,up,0.3529,buy,3,6.808,down,sell,False,False,buy,True
2026-08-11 12:18:10.496454,60,group_1,2022-09-06 11:45:00-04:00,0,explained,up,0.818,hold,3,22.216,down,sell,False,False,buy,False
2026-08-11 12:18:22.485470,60,group_1,2022-11-07 13:25:00-05:00,1,explained,up,0.4333,hold,3,11.703,up,buy,True,False,buy,False
2026-08-11 12:18:35.968902,60,group_1,2023-03-20 09:30:00-04:00,2,explained,up,0.5718,buy,2,13.168,up,buy,True,True,buy,True
2026-08-11 12:18:51.629675,60,group_1,2023-10-20 14:40:00-04:00,3,explained,flat,0.3523,sell,4,15.353,down,sell,False,True,hold,False
2026-08-11 12:19:02.624557,60,group_1,2023-12-26 13:45:00-05:00,4,explained,flat,0.8882,hold,4,10.644,flat,hold,True,True,hold,True
2026-08-11 12:19:17.799463,60,group_1,2024-07-08 11:20:00-04:00,5,explained,flat,0.8107,sell,3,14.865,down,sell,False,True,hold,False
2026-08-11 12:56:22.307143,57,group_1,2022-09-06 11:45:00-04:00,0,explained,up,0.818,buy,3,67.693,down,sell,False,False,buy,True
2026-08-11 12:56:38.451548,57,group_1,2022-11-07 13:25:00-05:00,1,explained,up,0.4333,buy,3,15.853,up,buy,True,True,buy,True
2026-08-11 12:56:53.250060,57,group_1,2023-03-20 09:30:00-04:00,2,explained,up,0.5718,sell,3,14.454,up,buy,True,False,buy,False
2026-08-11 12:57:09.088993,57,group_1,2023-10-20 14:40:00-04:00,3,explained,flat,0.3523,hold,3,15.572,down,sell,False,False,hold,True
2026-08-11 12:57:39.701525,57,group_1,2023-12-26 13:45:00-05:00,4,explained,flat,0.8882,hold,3,30.335,flat,hold,True,True,hold,True
2026-08-11 12:57:52.607742,57,group_1,2024-07-08 11:20:00-04:00,5,explained,flat,0.8107,hold,3,12.599,down,sell,False,False,hold,True
2026-08-11 12:58:06.590793,69,group_2,2022-09-27 11:00:00-04:00,0,explained,up,0.9032,buy,5,42.22,down,sell,False,False,buy,True
2026-08-11 12:58:27.434546,69,group_2,2022-11-14 12:55:00-05:00,1,explained,down,0.4507,buy,4,20.561,up,buy,False,True,sell,False
2026-08-11 12:59:12.542492,69,group_2,2023-04-20 09:50:00-04:00,2,explained,flat,0.4116,hold,4,44.792,up,buy,False,False,hold,True
2026-08-11 13:08:15.371578,72,group_1,2022-09-06 11:45:00-04:00,0,explained,up,0.818,sell,5,68.482,down,sell,False,True,buy,False
2026-08-11 13:08:33.005089,72,group_1,2022-11-07 13:25:00-05:00,1,explained,up,0.4333,buy,5,17.359,up,buy,True,True,buy,True
2026-08-11 13:08:43.061890,72,group_1,2023-03-20 09:30:00-04:00,2,explained,up,0.5718,sell,5,9.724,up,buy,True,False,buy,False
2026-08-11 13:08:49.986478,72,group_1,2023-10-20 14:40:00-04:00,3,explained,flat,0.3523,buy,5,6.675,down,sell,False,False,hold,False
2026-08-11 13:33:40.041541,10,group_2,2022-09-27 11:00:00-04:00,0,explained,up,0.9032,hold,5,49.362,down,sell,False,False,buy,False
2026-08-11 13:34:14.470352,10,group_2,2022-11-14 12:55:00-05:00,1,explained,down,0.4507,sell,3,33.924,up,buy,False,False,sell,True
2026-08-11 13:34:33.947083,10,group_2,2023-04-20 09:50:00-04:00,2,explained,flat,0.4116,sell,5,18.893,up,buy,False,False,hold,False
2026-08-11 13:34:34.517539,10,group_2,2023-04-20 09:50:00-04:00,2,explained,flat,0.4116,sell,5,19.186,up,buy,False,False,hold,False
2026-08-11 13:34:45.286559,10,group_2,2023-12-01 14:55:00-05:00,3,explained,down,0.6042,hold,3,10.284,flat,hold,False,True,sell,False
2026-08-11 13:35:12.530021,10,group_2,2024-04-26 11:30:00-04:00,4,explained,flat,0.4042,sell,5,26.758,up,buy,False,False,hold,False
2026-08-11 13:35:35.171077,10,group_2,2024-09-26 09:40:00-04:00,5,explained,down,0.7008,sell,3,22.237,down,sell,True,True,sell,True
2026-08-11 13:35:45.822008,10,group_2,2025-05-21 14:40:00-04:00,6,explained,up,0.3529,hold,3,10.054,down,sell,False,False,buy,False
2026-08-11 13:36:18.173460,10,group_2,2025-12-12 11:50:00-05:00,7,explained,down,0.4241,sell,3,31.746,up,buy,False,False,sell,True
2026-08-11 13:36:26.123961,10,group_2,2025-12-22 11:45:00-05:00,8,explained,flat,0.8806,buy,5,7.589,flat,hold,True,False,hold,False
2026-08-11 13:37:03.773986,10,group_2,2026-06-24 14:40:00-04:00,9,explained,down,0.6079,buy,3,37.178,down,sell,True,False,sell,False
2026-08-11 13:37:12.109717,10,group_2,2022-09-06 11:45:00-04:00,10,unexplained,up,0.818,buy,3,7.952,down,sell,False,False,buy,True
2026-08-11 13:37:20.360013,10,group_2,2022-11-07 13:25:00-05:00,11,unexplained,up,0.4333,hold,3,7.665,up,buy,True,False,buy,False
2026-08-11 13:37:37.925307,10,group_2,2023-03-20 09:30:00-04:00,12,unexplained,up,0.5718,sell,3,17.203,up,buy,True,False,buy,False
2026-08-11 13:37:43.917110,10,group_2,2023-10-20 14:40:00-04:00,13,unexplained,flat,0.3523,hold,3,5.656,down,sell,False,False,hold,True
2026-08-11 13:37:49.658337,10,group_2,2023-12-26 13:45:00-05:00,14,unexplained,flat,0.8882,sell,3,5.149,flat,hold,True,False,hold,False
2026-08-11 13:38:45.603006,10,group_2,2024-07-08 11:20:00-04:00,15,unexplained,flat,0.8107,buy,3,55.559,down,sell,False,False,hold,False
2026-08-11 13:38:52.209515,10,group_2,2025-03-28 12:45:00-04:00,16,unexplained,down,0.4593,hold,3,6.21,down,sell,True,False,sell,False
2026-08-11 13:38:59.387026,10,group_2,2025-07-18 10:35:00-04:00,17,unexplained,flat,0.7856,sell,5,6.002,flat,hold,True,False,hold,False
2026-08-11 13:39:09.070421,10,group_2,2025-12-18 13:05:00-05:00,18,unexplained,up,0.3841,hold,4,9.306,flat,hold,False,True,buy,False
2026-08-11 13:39:17.191908,10,group_2,2026-02-17 13:05:00-05:00,19,unexplained,up,0.3797,hold,4,7.688,up,buy,True,False,buy,False
2026-08-11 13:54:46.633135,59,group_1,2022-09-06 11:45:00-04:00,0,explained,up,0.818,hold,1,51.179,down,sell,False,False,buy,False
2026-08-11 13:55:01.129785,59,group_1,2022-11-07 13:25:00-05:00,1,explained,up,0.4333,hold,1,14.133,up,buy,True,False,buy,False
2026-08-11 13:55:08.875310,59,group_1,2023-03-20 09:30:00-04:00,2,explained,up,0.5718,hold,3,7.354,up,buy,True,False,buy,False
2026-08-11 13:55:20.158128,59,group_1,2023-10-20 14:40:00-04:00,3,explained,flat,0.3523,sell,3,10.842,down,sell,False,True,hold,False
2026-08-11 13:55:25.125017,59,group_1,2023-12-26 13:45:00-05:00,4,explained,flat,0.8882,hold,3,4.616,flat,hold,True,True,hold,True
2026-08-11 13:55:47.636123,59,group_1,2024-07-08 11:20:00-04:00,5,explained,flat,0.8107,hold,1,21.98,down,sell,False,False,hold,True
2026-08-11 13:56:34.213719,59,group_1,2025-03-28 12:45:00-04:00,6,explained,down,0.4593,buy,1,46.179,down,sell,True,False,sell,False
2026-08-11 13:56:53.232218,59,group_1,2025-07-18 10:35:00-04:00,7,explained,flat,0.7856,sell,3,18.596,flat,hold,True,False,hold,False
2026-08-11 13:57:05.359429,59,group_1,2025-12-18 13:05:00-05:00,8,explained,up,0.3841,hold,3,11.751,flat,hold,False,True,buy,False
2026-08-11 13:57:15.014146,59,group_1,2026-02-17 13:05:00-05:00,9,explained,up,0.3797,sell,3,9.27,up,buy,True,False,buy,False
2026-08-11 13:57:44.905018,59,group_1,2022-09-27 11:00:00-04:00,10,unexplained,up,0.9032,hold,1,29.463,down,sell,False,False,buy,False
2026-08-11 13:57:55.426970,59,group_1,2022-11-14 12:55:00-05:00,11,unexplained,down,0.4507,hold,3,10.152,up,buy,False,False,sell,False
2026-08-11 13:58:03.517495,59,group_1,2023-04-20 09:50:00-04:00,12,unexplained,flat,0.4116,sell,1,7.738,up,buy,False,False,hold,False
2026-08-11 13:58:13.853926,59,group_1,2023-12-01 14:55:00-05:00,13,unexplained,down,0.6042,hold,1,9.96,flat,hold,False,True,sell,False
2026-08-11 13:58:23.086733,59,group_1,2024-04-26 11:30:00-04:00,14,unexplained,flat,0.4042,hold,1,8.845,up,buy,False,False,hold,True
2026-08-11 13:58:29.011126,59,group_1,2024-09-26 09:40:00-04:00,15,unexplained,down,0.7008,hold,3,5.458,down,sell,True,False,sell,False
2026-08-11 13:58:39.083263,59,group_1,2025-05-21 14:40:00-04:00,16,unexplained,up,0.3529,sell,3,9.69,down,sell,False,True,buy,False
2026-08-11 13:58:45.891948,59,group_1,2025-12-12 11:50:00-05:00,17,unexplained,down,0.4241,sell,1,6.459,up,buy,False,False,sell,True
2026-08-11 13:58:53.518355,59,group_1,2025-12-22 11:45:00-05:00,18,unexplained,flat,0.8806,hold,1,7.25,flat,hold,True,True,hold,True
2026-08-11 13:59:02.322241,59,group_1,2026-06-24 14:40:00-04:00,19,unexplained,down,0.6079,hold,1,8.345,down,sell,True,False,sell,False
2026-08-11 13:59:09.172757,59,group_1,2026-06-24 14:40:00-04:00,19,unexplained,down,0.6079,hold,1,15.181,down,sell,True,False,sell,False
2026-08-11 14:13:52.907454,68,group_1,2022-09-06 11:45:00-04:00,0,explained,up,0.818,hold,3,83.174,down,sell,False,False,buy,False
2026-08-11 14:14:00.164155,68,group_1,2022-11-07 13:25:00-05:00,1,explained,up,0.4333,hold,3,6.816,up,buy,True,False,buy,False
2026-08-11 14:14:05.023595,68,group_1,2023-03-20 09:30:00-04:00,2,explained,up,0.5718,sell,3,4.319,up,buy,True,False,buy,False
2026-08-11 14:14:09.496866,68,group_1,2023-10-20 14:40:00-04:00,3,explained,flat,0.3523,sell,3,4.098,down,sell,False,True,hold,False
2026-08-11 14:14:14.136924,68,group_1,2023-12-26 13:45:00-05:00,4,explained,flat,0.8882,buy,3,4.241,flat,hold,True,False,hold,False
2026-08-11 14:14:22.171506,68,group_1,2024-07-08 11:20:00-04:00,5,explained,flat,0.8107,buy,3,7.665,down,sell,False,False,hold,False
2026-08-11 14:14:26.904882,68,group_1,2025-03-28 12:45:00-04:00,6,explained,down,0.4593,sell,3,4.304,down,sell,True,True,sell,True
2026-08-11 14:14:32.313448,68,group_1,2025-07-18 10:35:00-04:00,7,explained,flat,0.7856,sell,3,5.033,flat,hold,True,False,hold,False
2026-08-11 14:14:36.946646,68,group_1,2025-12-18 13:05:00-05:00,8,explained,up,0.3841,hold,3,4.252,flat,hold,False,True,buy,False
2026-08-11 14:14:42.880229,68,group_1,2026-02-17 13:05:00-05:00,9,explained,up,0.3797,hold,3,5.445,up,buy,True,False,buy,False
2026-08-11 14:14:43.042671,68,group_1,2026-02-17 13:05:00-05:00,9,explained,up,0.3797,hold,3,5.657,up,buy,True,False,buy,False
2026-08-11 14:14:49.108668,68,group_1,2022-09-27 11:00:00-04:00,10,unexplained,up,0.9032,sell,3,5.647,down,sell,False,True,buy,False
2026-08-11 14:14:54.282400,68,group_1,2022-11-14 12:55:00-05:00,11,unexplained,down,0.4507,hold,3,4.727,up,buy,False,False,sell,False
2026-08-11 14:15:05.514026,68,group_1,2023-04-20 09:50:00-04:00,12,unexplained,flat,0.4116,sell,3,10.686,up,buy,False,False,hold,False
2026-08-11 14:15:30.260269,68,group_1,2023-12-01 14:55:00-05:00,13,unexplained,down,0.6042,hold,3,24.328,flat,hold,False,True,sell,False
2026-08-11 14:15:38.072286,68,group_1,2024-04-26 11:30:00-04:00,14,unexplained,flat,0.4042,hold,3,7.375,up,buy,False,False,hold,True
2026-08-11 14:15:43.431048,68,group_1,2024-09-26 09:40:00-04:00,15,unexplained,down,0.7008,hold,3,4.894,down,sell,True,False,sell,False
2026-08-11 14:15:51.977659,68,group_1,2025-05-21 14:40:00-04:00,16,unexplained,up,0.3529,sell,3,8.173,down,sell,False,True,buy,False
2026-08-11 14:15:56.877783,68,group_1,2025-12-12 11:50:00-05:00,17,unexplained,down,0.4241,sell,3,4.449,up,buy,False,False,sell,True
2026-08-11 14:16:02.774939,68,group_1,2025-12-22 11:45:00-05:00,18,unexplained,flat,0.8806,sell,3,5.487,flat,hold,True,False,hold,False
2026-08-11 14:16:08.623797,68,group_1,2026-06-24 14:40:00-04:00,19,unexplained,down,0.6079,sell,3,5.466,down,sell,True,True,sell,True
2026-08-11 14:16:08.912987,68,group_1,2026-06-24 14:40:00-04:00,19,unexplained,down,0.6079,sell,3,5.705,down,sell,True,True,sell,True
2026-08-11 14:45:17.302821,73,group_2,2022-09-27 11:00:00-04:00,0,explained,up,0.9032,buy,3,35.418,down,sell,False,False,buy,True
2026-08-11 14:45:53.534235,73,group_2,2022-11-14 12:55:00-05:00,1,explained,down,0.4507,hold,3,35.813,up,buy,False,False,sell,False
2026-08-11 14:46:08.313954,73,group_2,2023-04-20 09:50:00-04:00,2,explained,flat,0.4116,sell,3,14.364,up,buy,False,False,hold,False
2026-08-11 14:46:21.103043,73,group_2,2023-12-01 14:55:00-05:00,3,explained,down,0.6042,buy,3,12.165,flat,hold,False,False,sell,False
2026-08-11 14:46:26.308700,73,group_2,2024-04-26 11:30:00-04:00,4,explained,flat,0.4042,buy,3,4.805,up,buy,False,True,hold,False
2026-08-11 14:46:30.360226,73,group_2,2024-09-26 09:40:00-04:00,5,explained,down,0.7008,buy,3,3.667,down,sell,True,False,sell,False
2026-08-11 14:46:34.833111,73,group_2,2025-05-21 14:40:00-04:00,6,explained,up,0.3529,sell,3,4.002,down,sell,False,True,buy,False
2026-08-11 14:46:39.804607,73,group_2,2025-12-12 11:50:00-05:00,7,explained,down,0.4241,sell,3,4.592,up,buy,False,False,sell,True
2026-08-11 14:46:44.432956,73,group_2,2025-12-22 11:45:00-05:00,8,explained,flat,0.8806,buy,3,4.164,flat,hold,True,False,hold,False
2026-08-11 14:46:50.571085,73,group_2,2026-06-24 14:40:00-04:00,9,explained,down,0.6079,buy,3,5.655,down,sell,True,False,sell,False
2026-08-11 14:47:03.385959,73,group_2,2022-09-06 11:45:00-04:00,10,unexplained,up,0.818,buy,3,12.407,down,sell,False,False,buy,True
2026-08-11 14:47:15.538967,73,group_2,2022-11-07 13:25:00-05:00,11,unexplained,up,0.4333,sell,3,11.777,up,buy,True,False,buy,False
2026-08-11 14:47:21.209167,73,group_2,2023-03-20 09:30:00-04:00,12,unexplained,up,0.5718,sell,3,5.265,up,buy,True,False,buy,False
2026-08-11 14:47:25.521699,73,group_2,2023-10-20 14:40:00-04:00,13,unexplained,flat,0.3523,hold,3,3.912,down,sell,False,False,hold,True
2026-08-11 14:47:31.871450,73,group_2,2023-12-26 13:45:00-05:00,14,unexplained,flat,0.8882,buy,3,5.913,flat,hold,True,False,hold,False
2026-08-11 14:47:41.156603,73,group_2,2024-07-08 11:20:00-04:00,15,unexplained,flat,0.8107,hold,3,8.87,down,sell,False,False,hold,True
2026-08-11 14:47:47.572820,73,group_2,2025-03-28 12:45:00-04:00,16,unexplained,down,0.4593,sell,3,6.017,down,sell,True,True,sell,True
2026-08-11 14:48:08.588698,73,group_2,2025-07-18 10:35:00-04:00,17,unexplained,flat,0.7856,hold,3,20.574,flat,hold,True,True,hold,True
2026-08-11 14:48:22.015154,73,group_2,2025-12-18 13:05:00-05:00,18,unexplained,up,0.3841,hold,3,13.024,flat,hold,False,True,buy,False
2026-08-11 14:48:29.965484,73,group_2,2026-02-17 13:05:00-05:00,19,unexplained,up,0.3797,buy,3,7.582,up,buy,True,True,buy,True
2026-08-11 15:03:11.779430,87,group_2,2022-09-27 11:00:00-04:00,0,explained,up,0.9032,buy,5,23.346,down,sell,False,False,buy,True
2026-08-11 15:03:26.167916,87,group_2,2022-11-14 12:55:00-05:00,1,explained,down,0.4507,sell,3,13.888,up,buy,False,False,sell,True
2026-08-11 15:03:37.653175,87,group_2,2023-04-20 09:50:00-04:00,2,explained,flat,0.4116,hold,3,11.061,up,buy,False,False,hold,True
2026-08-11 15:04:00.362821,87,group_2,2023-12-01 14:55:00-05:00,3,explained,down,0.6042,sell,5,22.316,flat,hold,False,False,sell,True
2026-08-11 15:04:09.697637,87,group_2,2024-04-26 11:30:00-04:00,4,explained,flat,0.4042,hold,4,8.767,up,buy,False,False,hold,True
2026-08-11 15:04:17.840816,87,group_2,2024-09-26 09:40:00-04:00,5,explained,down,0.7008,sell,3,7.754,down,sell,True,True,sell,True
2026-08-11 15:04:26.160124,87,group_2,2025-05-21 14:40:00-04:00,6,explained,up,0.3529,buy,3,7.731,down,sell,False,False,buy,True
2026-08-11 15:05:08.022276,87,group_2,2025-12-12 11:50:00-05:00,7,explained,down,0.4241,sell,4,41.433,up,buy,False,False,sell,True
2026-08-11 15:05:15.474017,87,group_2,2025-12-22 11:45:00-05:00,8,explained,flat,0.8806,hold,3,6.748,flat,hold,True,True,hold,True
2026-08-11 15:05:22.985257,87,group_2,2026-06-24 14:40:00-04:00,9,explained,down,0.6079,sell,3,7.08,down,sell,True,True,sell,True
2026-08-11 15:05:30.600793,87,group_2,2022-09-06 11:45:00-04:00,10,unexplained,up,0.818,buy,3,7.031,down,sell,False,False,buy,True
2026-08-11 15:05:55.237063,87,group_2,2022-11-07 13:25:00-05:00,11,unexplained,up,0.4333,buy,3,24.23,up,buy,True,True,buy,True
2026-08-11 15:06:07.512593,87,group_2,2023-03-20 09:30:00-04:00,12,unexplained,up,0.5718,buy,4,11.8,up,buy,True,True,buy,True
2026-08-11 15:06:15.916756,87,group_2,2023-10-20 14:40:00-04:00,13,unexplained,flat,0.3523,sell,3,7.943,down,sell,False,True,hold,False
2026-08-11 15:07:00.953044,87,group_2,2023-12-26 13:45:00-05:00,14,unexplained,flat,0.8882,hold,3,44.585,flat,hold,True,True,hold,True
2026-08-11 15:07:06.019592,87,group_2,2024-07-08 11:20:00-04:00,15,unexplained,flat,0.8107,hold,3,4.691,down,sell,False,False,hold,True
2026-08-11 15:07:13.107238,87,group_2,2025-03-28 12:45:00-04:00,16,unexplained,down,0.4593,sell,5,6.72,down,sell,True,True,sell,True
2026-08-11 15:07:23.834902,87,group_2,2025-07-18 10:35:00-04:00,17,unexplained,flat,0.7856,sell,3,10.333,flat,hold,True,False,hold,False
2026-08-11 15:08:09.420636,87,group_2,2025-12-18 13:05:00-05:00,18,unexplained,up,0.3841,buy,3,45.16,flat,hold,False,False,buy,True
2026-08-11 15:08:17.772137,87,group_2,2026-02-17 13:05:00-05:00,19,unexplained,up,0.3797,buy,4,7.955,up,buy,True,True,buy,True
