timestamp_utc,participant_id,group,scenario_id,trial_index,condition,signal_shown,confidence_shown,decision,confidence_rating,response_time_seconds,group_sess,session_status,is_complete,aligned,confidence_rating_norm,calibration_error,log_rt
2026-08-10 16:35:35.613203,21,group_1,2026-02-17 13:05:00-05:00,9,explained,up,0.3797,buy,3,5.63,group_1,completed,True,1,0.6666666666666666,0.28696666666666665,1.728109442151599
2026-08-10 16:35:48.726078,21,group_1,2022-09-27 11:00:00-04:00,10,unexplained,up,0.9032,buy,3,12.826,group_1,completed,True,1,0.6666666666666666,0.23653333333333337,2.551474360726671
2026-08-10 16:35:55.740542,21,group_1,2022-11-14 12:55:00-05:00,11,unexplained,down,0.4507,sell,3,6.727,group_1,completed,True,1,0.6666666666666666,0.21596666666666664,1.9061292790434687
2026-08-10 16:36:02.867658,21,group_1,2023-04-20 09:50:00-04:00,12,unexplained,flat,0.4116,hold,3,6.788,group_1,completed,True,1,0.6666666666666666,0.2550666666666666,1.91515634737198
2026-08-10 16:36:10.480961,21,group_1,2023-12-01 14:55:00-05:00,13,unexplained,down,0.6042,hold,3,7.342,group_1,completed,True,0,0.6666666666666666,0.06246666666666667,1.9936112850746426
2026-08-10 16:36:24.675870,21,group_1,2024-04-26 11:30:00-04:00,14,unexplained,flat,0.4042,sell,3,13.898,group_1,completed,True,0,0.6666666666666666,0.2624666666666666,2.6317449448921355
2026-08-10 16:36:30.200016,21,group_1,2024-09-26 09:40:00-04:00,15,unexplained,down,0.7008,buy,3,5.253,group_1,completed,True,0,0.6666666666666666,0.03413333333333335,1.6587993419718245
2026-08-10 16:36:35.900336,21,group_1,2025-05-21 14:40:00-04:00,16,unexplained,up,0.3529,buy,3,5.363,group_1,completed,True,1,0.6666666666666666,0.31376666666666664,1.6795235200007883
2026-08-10 16:36:41.775966,21,group_1,2025-12-12 11:50:00-05:00,17,unexplained,down,0.4241,hold,3,5.508,group_1,completed,True,0,0.6666666666666666,0.24256666666666665,1.7062015808664084
2026-08-10 16:36:48.311525,21,group_1,2025-12-22 11:45:00-05:00,18,unexplained,flat,0.8806,hold,3,6.219,group_1,completed,True,1,0.6666666666666666,0.21393333333333342,1.8276091221217523
