condition,n_trials,accuracy,mean_confidence_rating,mean_calibration_error,median_rt,mean_rt
explained,330,0.49393939393939396,3.287878787878788,0.3146711111111111,12.393,20.77347575757576
unexplained,330,0.48787878787878786,3.121212121212121,0.29870646464646466,7.5145,11.119721212121211
