fold_id,cadence,window_type,model,train_start,train_end,n_train_days,n_train_rows,test_start,test_end,n_test_days,n_test_rows,accuracy,f1_macro,log_loss
106,weekly,expanding,lstm,2022-08-01,2024-10-10,550,36793,2024-10-11,2024-10-17,5,335,0.6417910447761194,0.38753970662558607,0.8998519244678005
107,weekly,expanding,lstm,2022-08-01,2024-10-17,555,37128,2024-10-18,2024-10-24,5,335,0.6208955223880597,0.30221787167704456,0.9531077830960992
108,weekly,expanding,lstm,2022-08-01,2024-10-24,560,37463,2024-10-25,2024-10-31,5,335,0.6,0.38741453366813744,0.9720323489802136
109,weekly,expanding,lstm,2022-08-01,2024-10-31,565,37798,2024-11-01,2024-11-07,5,335,0.5701492537313433,0.37685834833430193,1.0304664115581648
110,weekly,expanding,lstm,2022-08-01,2024-11-07,570,38133,2024-11-08,2024-11-14,5,335,0.5791044776119403,0.3312125874677656,1.0363180860862855
111,weekly,expanding,lstm,2022-08-01,2024-11-14,575,38468,2024-11-15,2024-11-21,5,335,0.45671641791044776,0.3215581675708258,1.1215152253600706
112,weekly,expanding,lstm,2022-08-01,2024-11-21,580,38803,2024-11-22,2024-11-29,5,334,0.6916167664670658,0.3395359214636324,0.8667296450270054
113,weekly,expanding,lstm,2022-08-01,2024-11-29,585,39137,2024-12-02,2024-12-06,5,335,0.8716417910447761,0.31047315257841573,0.5322403297945606
114,weekly,expanding,lstm,2022-08-01,2024-12-06,590,39472,2024-12-09,2024-12-13,5,335,0.7253731343283583,0.30711753999425234,0.706351706403286
115,weekly,expanding,lstm,2022-08-01,2024-12-13,595,39807,2024-12-16,2024-12-20,5,335,0.5611940298507463,0.44084804084804086,1.0456961059451653
116,weekly,expanding,lstm,2022-08-01,2024-12-20,600,40142,2024-12-23,2024-12-31,5,335,0.37910447761194027,0.3322700528582882,1.2220742609252837
117,weekly,expanding,lstm,2022-08-01,2024-12-31,605,40477,2025-01-02,2025-01-08,5,335,0.3880597014925373,0.3772309999268524,1.324676316285416
118,weekly,expanding,lstm,2022-08-01,2025-01-08,610,40812,2025-01-10,2025-01-16,5,335,0.3940298507462687,0.38941798941798944,1.3674150028591852
119,weekly,expanding,lstm,2022-08-01,2025-01-16,615,41147,2025-01-17,2025-01-24,5,335,0.5462686567164179,0.2435129740518962,1.0081928010434513
120,weekly,expanding,lstm,2022-08-01,2025-01-24,620,41482,2025-01-27,2025-01-31,5,335,0.41492537313432837,0.3625738767949486,1.1619500459117462
121,weekly,expanding,lstm,2022-08-01,2025-01-31,625,41817,2025-02-03,2025-02-07,5,335,0.608955223880597,0.538113759851826,0.8611862174922007
122,weekly,expanding,lstm,2022-08-01,2025-02-07,630,42152,2025-02-10,2025-02-14,5,335,0.6626865671641791,0.34061365286855483,0.7863433184712586
123,weekly,expanding,lstm,2022-08-01,2025-02-14,635,42487,2025-02-18,2025-02-24,5,335,0.5402985074626866,0.32235901367705067,1.086998249462886
124,weekly,expanding,lstm,2022-08-01,2025-02-24,640,42822,2025-02-25,2025-03-03,5,335,0.3164179104477612,0.30649098866577057,1.4338717393214335
125,weekly,expanding,lstm,2022-08-01,2025-03-03,645,43157,2025-03-04,2025-03-10,5,335,0.2507462686567164,0.19548433274795904,1.4464603676740213
126,weekly,expanding,lstm,2022-08-01,2025-03-10,650,43492,2025-03-11,2025-03-17,5,335,0.30149253731343284,0.2973840622759969,1.4232957569758824
127,weekly,expanding,lstm,2022-08-01,2025-03-17,655,43827,2025-03-18,2025-03-24,5,335,0.3641791044776119,0.288837715089874,1.237971531739734
128,weekly,expanding,lstm,2022-08-01,2025-03-24,660,44162,2025-03-25,2025-03-31,5,335,0.3641791044776119,0.3254317673223878,1.127447204338122
129,weekly,expanding,lstm,2022-08-01,2025-03-31,665,44497,2025-04-01,2025-04-07,5,335,0.31044776119402984,0.292366804841796,1.1325288643458926
130,weekly,expanding,lstm,2022-08-01,2025-04-07,670,44832,2025-04-08,2025-04-14,5,335,0.373134328358209,0.2810546355413674,1.174867563633095
131,weekly,expanding,lstm,2022-08-01,2025-04-14,675,45167,2025-04-15,2025-04-22,5,335,0.3074626865671642,0.29469003911114705,1.4677363245944408
132,weekly,expanding,lstm,2022-08-01,2025-04-22,680,45502,2025-04-23,2025-04-29,5,335,0.34626865671641793,0.3402262995603816,1.2261549625117512
133,weekly,expanding,lstm,2022-08-01,2025-04-29,685,45837,2025-04-30,2025-05-06,5,335,0.39104477611940297,0.34945582883727216,1.1482896068618715
134,weekly,expanding,lstm,2022-08-01,2025-05-06,690,46172,2025-05-07,2025-05-13,5,335,0.3940298507462687,0.31164235953163727,1.1909055898784056
135,weekly,expanding,lstm,2022-08-01,2025-05-13,695,46507,2025-05-14,2025-05-20,5,335,0.5462686567164179,0.3834340679078421,1.0188136241119623
136,weekly,expanding,lstm,2022-08-01,2025-05-20,700,46842,2025-05-21,2025-05-28,5,335,0.5104477611940299,0.39884615384615385,1.0172007258777458
137,weekly,expanding,lstm,2022-08-01,2025-05-28,705,47177,2025-05-29,2025-06-04,5,335,0.43283582089552236,0.3522403522403523,1.1109283222729534
138,weekly,expanding,lstm,2022-08-01,2025-06-04,710,47512,2025-06-05,2025-06-11,5,335,0.5074626865671642,0.36121973229057,1.0682562592113147
139,weekly,expanding,lstm,2022-08-01,2025-06-11,715,47847,2025-06-12,2025-06-18,5,335,0.5164179104477612,0.27303830089753844,1.0214634467435908
140,weekly,expanding,lstm,2022-08-01,2025-06-18,720,48182,2025-06-20,2025-06-26,5,335,0.6865671641791045,0.47604293937030967,0.7289453387702561
141,weekly,expanding,lstm,2022-08-01,2025-06-26,725,48517,2025-06-27,2025-07-03,5,335,0.6895522388059702,0.314594489629779,0.8164557785117809
142,weekly,expanding,lstm,2022-08-01,2025-07-03,730,48852,2025-07-07,2025-07-11,5,335,0.7373134328358208,0.2949428839802442,0.7901287263443788
143,weekly,expanding,lstm,2022-08-01,2025-07-11,735,49187,2025-07-14,2025-07-18,5,335,0.6895522388059702,0.30476190476190473,0.7835897046667509
144,weekly,expanding,lstm,2022-08-01,2025-07-18,740,49522,2025-07-21,2025-07-25,5,335,0.8417910447761194,0.33635307781649243,0.588043947993373
145,weekly,expanding,lstm,2022-08-01,2025-07-25,745,49857,2025-07-28,2025-08-01,5,335,0.5611940298507463,0.3937245165836168,0.9840345552289513
146,weekly,expanding,lstm,2022-08-01,2025-08-01,750,50192,2025-08-04,2025-08-08,5,335,0.591044776119403,0.3139177948218555,0.8980392003915798
147,weekly,expanding,lstm,2022-08-01,2025-08-08,755,50527,2025-08-11,2025-08-15,5,335,0.6985074626865672,0.3173019173019173,0.744999976485526
148,weekly,expanding,lstm,2022-08-01,2025-08-15,760,50862,2025-08-18,2025-08-22,5,335,0.5671641791044776,0.33672009478461096,0.9809924917897158
149,weekly,expanding,lstm,2022-08-01,2025-08-22,765,51197,2025-08-25,2025-08-29,5,335,0.7940298507462686,0.29654403567447046,0.5607811591957894
150,weekly,expanding,lstm,2022-08-01,2025-08-29,770,51532,2025-09-02,2025-09-08,5,335,0.5701492537313433,0.31269160608783253,1.0049168986657957
151,weekly,expanding,lstm,2022-08-01,2025-09-08,775,51867,2025-09-09,2025-09-15,5,335,0.8776119402985074,0.31160572337042924,0.47320592500500797
152,weekly,expanding,lstm,2022-08-01,2025-09-15,780,52202,2025-09-16,2025-09-22,5,335,0.7373134328358208,0.34886802559981955,0.6508640305157312
153,weekly,expanding,lstm,2022-08-01,2025-09-22,785,52537,2025-09-23,2025-09-29,5,335,0.5970149253731343,0.369711030908841,0.944022072554254
154,weekly,expanding,lstm,2022-08-01,2025-09-29,790,52872,2025-09-30,2025-10-06,5,335,0.6746268656716418,0.33239970953926407,0.9284566761957739
155,weekly,expanding,lstm,2022-08-01,2025-10-06,795,53207,2025-10-07,2025-10-13,5,335,0.5761194029850746,0.3918518295437434,0.9114883624739611
156,weekly,expanding,lstm,2022-08-01,2025-10-13,800,53542,2025-10-14,2025-10-20,5,335,0.3850746268656716,0.33649458286904843,1.1854416840166913
157,weekly,expanding,lstm,2022-08-01,2025-10-20,805,53877,2025-10-21,2025-10-27,5,335,0.7044776119402985,0.3780187709348987,0.7616269164304521
158,weekly,expanding,lstm,2022-08-01,2025-10-27,810,54212,2025-10-28,2025-11-03,5,335,0.591044776119403,0.4239525419309176,0.9548165801236472
159,weekly,expanding,lstm,2022-08-01,2025-11-03,815,54547,2025-11-04,2025-11-10,5,335,0.3582089552238806,0.2990803900535499,1.279859373042098
160,weekly,expanding,lstm,2022-08-01,2025-11-10,820,54882,2025-11-11,2025-11-17,5,335,0.4626865671641791,0.4256087100868742,1.1380539667996685
161,weekly,expanding,lstm,2022-08-01,2025-11-17,825,55217,2025-11-18,2025-11-24,5,335,0.39104477611940297,0.3840489936990467,1.11193615213033
162,weekly,expanding,lstm,2022-08-01,2025-11-24,830,55552,2025-11-25,2025-12-02,5,335,0.6328358208955224,0.4353965347878314,0.8794639994474986
163,weekly,expanding,lstm,2022-08-01,2025-12-02,835,55887,2025-12-03,2025-12-09,5,335,0.7522388059701492,0.40023852116875375,0.68997323881081
164,weekly,expanding,lstm,2022-08-01,2025-12-09,840,56222,2025-12-10,2025-12-16,5,335,0.4298507462686567,0.28912291412291413,1.068232038885906
165,weekly,expanding,lstm,2022-08-01,2025-12-16,845,56557,2025-12-17,2025-12-23,5,335,0.6776119402985075,0.3860333038820037,0.7669338211109223
166,weekly,expanding,lstm,2022-08-01,2025-12-23,850,56892,2025-12-24,2025-12-31,5,335,0.844776119402985,0.42594259425942593,0.5550538362172248
167,weekly,expanding,lstm,2022-08-01,2025-12-31,855,57227,2026-01-02,2026-01-08,5,335,0.6985074626865672,0.29987600120647473,0.8746634876930943
168,weekly,expanding,lstm,2022-08-01,2026-01-08,860,57562,2026-01-09,2026-01-15,5,335,0.6507462686567164,0.29022973824486115,0.8627364015140183
169,weekly,expanding,lstm,2022-08-01,2026-01-15,865,57897,2026-01-16,2026-01-23,5,335,0.5253731343283582,0.39530391234416956,0.9458116366486726
170,weekly,expanding,lstm,2022-08-01,2026-01-23,870,58232,2026-01-26,2026-01-30,5,335,0.6776119402985075,0.4093783128880812,0.7253263179912347
171,weekly,expanding,lstm,2022-08-01,2026-01-30,875,58567,2026-02-02,2026-02-06,5,335,0.44477611940298506,0.4102278098403495,1.0299663212605896
172,weekly,expanding,lstm,2022-08-01,2026-02-06,880,58902,2026-02-09,2026-02-13,5,335,0.4925373134328358,0.43424320274031253,1.0769249435588295
173,weekly,expanding,lstm,2022-08-01,2026-02-13,885,59237,2026-02-17,2026-02-23,5,335,0.43582089552238806,0.3904316260592626,1.167153590741447
174,weekly,expanding,lstm,2022-08-01,2026-02-23,890,59572,2026-02-24,2026-03-02,5,335,0.5791044776119403,0.4722575627047925,0.9253312256816769
175,weekly,expanding,lstm,2022-08-01,2026-03-02,895,59907,2026-03-03,2026-03-09,5,335,0.4208955223880597,0.41946941946941946,1.1408736286568713
176,weekly,expanding,lstm,2022-08-01,2026-03-09,900,60242,2026-03-10,2026-03-16,5,335,0.37910447761194027,0.35688500142494073,1.2291362017975191
177,weekly,expanding,lstm,2022-08-01,2026-03-16,905,60577,2026-03-17,2026-03-23,5,335,0.33432835820895523,0.3217246195425441,1.3283461597622144
178,weekly,expanding,lstm,2022-08-01,2026-03-23,910,60912,2026-03-24,2026-03-30,5,335,0.39104477611940297,0.38912250020333516,1.277808253558695
179,weekly,expanding,lstm,2022-08-01,2026-03-30,915,61247,2026-03-31,2026-04-07,5,335,0.34328358208955223,0.3185541411283986,1.3194581290477303
180,weekly,expanding,lstm,2022-08-01,2026-04-07,920,61582,2026-04-08,2026-04-14,5,335,0.48955223880597015,0.3253606510022739,1.0769640212105613
181,weekly,expanding,lstm,2022-08-01,2026-04-14,925,61917,2026-04-15,2026-04-21,5,335,0.5791044776119403,0.25445538962977304,1.1488207894627498
182,weekly,expanding,lstm,2022-08-01,2026-04-21,930,62252,2026-04-22,2026-04-28,5,335,0.6626865671641791,0.2740740740740741,0.8166762790257923
183,weekly,expanding,lstm,2022-08-01,2026-04-28,935,62587,2026-04-29,2026-05-05,5,335,0.5492537313432836,0.2667620995228357,1.120107024990178
184,weekly,expanding,lstm,2022-08-01,2026-05-05,940,62922,2026-05-06,2026-05-12,5,335,0.6208955223880597,0.3298880275624462,0.8944083919488518
185,weekly,expanding,lstm,2022-08-01,2026-05-12,945,63257,2026-05-13,2026-05-19,5,335,0.3970149253731343,0.3032416099704574,1.2017237016772981
186,weekly,expanding,lstm,2022-08-01,2026-05-19,950,63592,2026-05-20,2026-05-27,5,335,0.6149253731343284,0.3859240391997471,0.9922928665097921
187,weekly,expanding,lstm,2022-08-01,2026-05-27,955,63927,2026-05-28,2026-06-03,5,335,0.7164179104477612,0.300506744168716,0.7497545677357713
188,weekly,expanding,lstm,2022-08-01,2026-06-03,960,64262,2026-06-04,2026-06-10,5,335,0.36716417910447763,0.3506153928161621,1.2903135685320324
189,weekly,expanding,lstm,2022-08-01,2026-06-10,965,64597,2026-06-11,2026-06-17,5,335,0.4507462686567164,0.3570924474125694,1.1273594675652774
190,weekly,expanding,lstm,2022-08-01,2026-06-17,970,64932,2026-06-18,2026-06-25,5,335,0.4716417910447761,0.4284490479915864,1.0615205366469924
191,weekly,expanding,lstm,2022-08-01,2026-06-25,975,65267,2026-06-26,2026-07-02,5,335,0.5223880597014925,0.382480734546647,0.9775266328478002
192,weekly,expanding,lstm,2022-08-01,2026-07-02,980,65602,2026-07-06,2026-07-10,5,335,0.6447761194029851,0.3451002574935332,0.96166623854582
193,weekly,expanding,lstm,2022-08-01,2026-07-10,985,65937,2026-07-13,2026-07-17,5,335,0.5313432835820896,0.3794111116045655,1.0421260015965863
194,weekly,expanding,lstm,2022-08-01,2026-07-17,990,66272,2026-07-20,2026-07-24,5,335,0.5492537313432836,0.3882320997438889,0.9614481443650564
195,weekly,expanding,lstm,2022-08-01,2026-07-24,995,66607,2026-07-27,2026-07-30,4,268,0.3917910447761194,0.36343083034740614,1.253030999452197
0,monthly,expanding,lstm,2022-08-01,2022-08-26,20,1284,2022-08-29,2022-09-27,21,1407,0.3425728500355366,0.3395402017686404,2.007616790798678
1,monthly,expanding,lstm,2022-08-01,2022-09-27,41,2691,2022-09-28,2022-10-26,21,1407,0.31343283582089554,0.3015706039725255,2.5377474566315423
2,monthly,expanding,lstm,2022-08-01,2022-10-26,62,4098,2022-10-27,2022-11-28,21,1407,0.3354655294953802,0.3184738192563526,1.4532758375667512
3,monthly,expanding,lstm,2022-08-01,2022-11-28,83,5505,2022-11-29,2022-12-28,21,1407,0.3283582089552239,0.3184293171975897,1.8052601712579643
4,monthly,expanding,lstm,2022-08-01,2022-12-28,104,6912,2022-12-29,2023-01-30,21,1407,0.37100213219616207,0.3550483144087994,1.5131477765850976
5,monthly,expanding,lstm,2022-08-01,2023-01-30,125,8319,2023-01-31,2023-03-01,21,1407,0.31769722814498935,0.30038038580914767,1.4181767516173724
6,monthly,expanding,lstm,2022-08-01,2023-03-01,146,9726,2023-03-02,2023-03-30,21,1407,0.40014214641080315,0.3984786664939442,1.4280430374165065
7,monthly,expanding,lstm,2022-08-01,2023-03-30,167,11133,2023-03-31,2023-05-01,21,1407,0.4982231698649609,0.32556439395778214,1.131499691345257
8,monthly,expanding,lstm,2022-08-01,2023-05-01,188,12540,2023-05-02,2023-05-31,21,1407,0.4200426439232409,0.34291864376916387,1.2016593806330598
9,monthly,expanding,lstm,2022-08-01,2023-05-31,209,13947,2023-06-01,2023-06-30,21,1407,0.4129353233830846,0.3454515990190988,1.183935890852478
10,monthly,expanding,lstm,2022-08-01,2023-06-30,230,15354,2023-07-05,2023-08-02,21,1407,0.605543710021322,0.37194415016268606,1.0120954811648695
11,monthly,expanding,lstm,2022-08-01,2023-08-02,251,16761,2023-08-03,2023-08-31,21,1407,0.4150675195451315,0.35099282657059633,1.3765221040663653
12,monthly,expanding,lstm,2022-08-01,2023-08-31,272,18168,2023-09-01,2023-10-02,21,1407,0.47974413646055436,0.36059979745014115,1.34098100631347
13,monthly,expanding,lstm,2022-08-01,2023-10-02,293,19575,2023-10-03,2023-10-31,21,1407,0.3646055437100213,0.3615330977415984,1.361763577826098
14,monthly,expanding,lstm,2022-08-01,2023-10-31,314,20982,2023-11-01,2023-12-01,21,1407,0.5643212508884151,0.3368931953030578,1.0886946324891396
15,monthly,expanding,lstm,2022-08-01,2023-12-01,335,22389,2023-12-04,2024-01-03,21,1407,0.6112295664534471,0.3646771010248922,0.9046475136473082
16,monthly,expanding,lstm,2022-08-01,2024-01-03,356,23796,2024-01-04,2024-02-02,21,1407,0.4982231698649609,0.3295905243605968,1.0789845341504214
17,monthly,expanding,lstm,2022-08-01,2024-02-02,377,25203,2024-02-05,2024-03-05,21,1407,0.5678749111584932,0.323103956339311,1.0407908258859864
18,monthly,expanding,lstm,2022-08-01,2024-03-05,398,26610,2024-03-06,2024-04-04,21,1407,0.5891968727789624,0.3232244508082633,0.9449842612440646
19,monthly,expanding,lstm,2022-08-01,2024-04-04,419,28017,2024-04-05,2024-05-03,21,1407,0.38734896943852165,0.364848356021299,1.2306102653831257
20,monthly,expanding,lstm,2022-08-01,2024-05-03,440,29424,2024-05-06,2024-06-04,21,1407,0.6403695806680881,0.33627601451441597,0.8711262581305982
21,monthly,expanding,lstm,2022-08-01,2024-06-04,461,30831,2024-06-05,2024-07-05,21,1406,0.6081081081081081,0.3818262032582245,1.004832124573113
22,monthly,expanding,lstm,2022-08-01,2024-07-05,482,32237,2024-07-08,2024-08-05,21,1407,0.4228855721393035,0.3785829028109662,1.25265797350711
23,monthly,expanding,lstm,2022-08-01,2024-08-05,503,33644,2024-08-06,2024-09-04,21,1407,0.4193319118692253,0.35368025719368673,1.255157838987467
24,monthly,expanding,lstm,2022-08-01,2024-09-04,524,35051,2024-09-05,2024-10-03,21,1407,0.5138592750533049,0.4366201883068212,1.1086496559198749
25,monthly,expanding,lstm,2022-08-01,2024-10-03,545,36458,2024-10-04,2024-11-01,21,1407,0.5870646766169154,0.35981521603816913,1.0280452603171246
26,monthly,expanding,lstm,2022-08-01,2024-11-01,566,37865,2024-11-04,2024-12-03,21,1406,0.6187766714082503,0.368596537811903,0.9121476390672919
27,monthly,expanding,lstm,2022-08-01,2024-12-03,587,39271,2024-12-04,2025-01-06,21,1407,0.5444207533759773,0.3842714955095554,1.0095629980644243
28,monthly,expanding,lstm,2022-08-01,2025-01-06,608,40678,2025-01-07,2025-02-06,21,1407,0.48542999289267946,0.3804213468301095,1.0502655127572342
29,monthly,expanding,lstm,2022-08-01,2025-02-06,629,42085,2025-02-07,2025-03-10,21,1407,0.44136460554371004,0.4011579201490869,1.2829715114237479
30,monthly,expanding,lstm,2022-08-01,2025-03-10,650,43492,2025-03-11,2025-04-08,21,1407,0.34399431414356785,0.34746489912141715,1.2837483452866203
31,monthly,expanding,lstm,2022-08-01,2025-04-08,671,44899,2025-04-09,2025-05-08,21,1407,0.35536602700781805,0.35405550072216735,1.2714984883651888
32,monthly,expanding,lstm,2022-08-01,2025-05-08,692,46306,2025-05-09,2025-06-09,21,1407,0.4996446339729922,0.38976961172886276,1.0129571089318143
33,monthly,expanding,lstm,2022-08-01,2025-06-09,713,47713,2025-06-10,2025-07-10,21,1407,0.6616915422885572,0.3853110965305258,0.8402897189952188
34,monthly,expanding,lstm,2022-08-01,2025-07-10,734,49120,2025-07-11,2025-08-08,21,1407,0.668088130774698,0.37555247722564006,0.797127929711635
35,monthly,expanding,lstm,2022-08-01,2025-08-08,755,50527,2025-08-11,2025-09-09,21,1407,0.6403695806680881,0.35768233089049356,0.8895263993670671
36,monthly,expanding,lstm,2022-08-01,2025-09-09,776,51934,2025-09-10,2025-10-08,21,1407,0.7270788912579957,0.3821540094104146,0.7294569573384996
37,monthly,expanding,lstm,2022-08-01,2025-10-08,797,53341,2025-10-09,2025-11-06,21,1407,0.5330490405117271,0.4132095574373402,1.0659661189478828
38,monthly,expanding,lstm,2022-08-01,2025-11-06,818,54748,2025-11-07,2025-12-08,21,1407,0.5828002842928216,0.5174283200932743,0.965182246667549
39,monthly,expanding,lstm,2022-08-01,2025-12-08,839,56155,2025-12-09,2026-01-08,21,1407,0.6744847192608386,0.3895591745400994,0.7733648867004678
40,monthly,expanding,lstm,2022-08-01,2026-01-08,860,57562,2026-01-09,2026-02-09,21,1407,0.6169154228855721,0.4701579109290575,0.9153928740607421
41,monthly,expanding,lstm,2022-08-01,2026-02-09,881,58969,2026-02-10,2026-03-11,21,1407,0.4669509594882729,0.4358970802485511,1.0089390785371652
42,monthly,expanding,lstm,2022-08-01,2026-03-11,902,60376,2026-03-12,2026-04-10,21,1407,0.4079601990049751,0.3924376209257652,1.1800659589854332
43,monthly,expanding,lstm,2022-08-01,2026-04-10,923,61783,2026-04-13,2026-05-11,21,1407,0.603411513859275,0.2903312038153018,1.0716206097111312
44,monthly,expanding,lstm,2022-08-01,2026-05-11,944,63190,2026-05-12,2026-06-10,21,1407,0.49324804548685147,0.3628737876444677,1.0770731483922131
45,monthly,expanding,lstm,2022-08-01,2026-06-10,965,64597,2026-06-11,2026-07-13,21,1407,0.4996446339729922,0.3888848732621648,1.0666724568364612
46,monthly,expanding,lstm,2022-08-01,2026-07-13,986,66004,2026-07-14,2026-07-30,13,871,0.44087256027554533,0.3192968518087411,1.2091115759249942
