fold_id,cadence,window_type,model,train_start,train_end,n_train_days,n_train_rows,test_start,test_end,n_test_days,n_test_rows,accuracy,f1_macro,log_loss
171,weekly,expanding,xgboost,2022-08-01,2026-01-30,875,58623,2026-02-02,2026-02-06,5,335,0.408955223880597,0.3418397282035226,0.9713461251790316
172,weekly,expanding,xgboost,2022-08-01,2026-02-06,880,58958,2026-02-09,2026-02-13,5,335,0.4805970149253731,0.4180491715765718,0.9812971334531858
173,weekly,expanding,xgboost,2022-08-01,2026-02-13,885,59293,2026-02-17,2026-02-23,5,335,0.4507462686567164,0.3546114742193174,1.0514651587019346
174,weekly,expanding,xgboost,2022-08-01,2026-02-23,890,59628,2026-02-24,2026-03-02,5,335,0.5970149253731343,0.3917657163438894,0.92292800977108
175,weekly,expanding,xgboost,2022-08-01,2026-03-02,895,59963,2026-03-03,2026-03-09,5,335,0.5014925373134328,0.3696461824953445,1.0132736793225618
176,weekly,expanding,xgboost,2022-08-01,2026-03-09,900,60298,2026-03-10,2026-03-16,5,335,0.2537313432835821,0.2156838563010064,1.1501638598562005
177,weekly,expanding,xgboost,2022-08-01,2026-03-16,905,60633,2026-03-17,2026-03-23,5,335,0.444776119402985,0.3986574203791912,1.0449807549834165
178,weekly,expanding,xgboost,2022-08-01,2026-03-23,910,60968,2026-03-24,2026-03-30,5,335,0.3492537313432836,0.3366148093764689,1.0809513379788944
179,weekly,expanding,xgboost,2022-08-01,2026-03-30,915,61303,2026-03-31,2026-04-07,5,335,0.382089552238806,0.3159341303076968,1.1076725158884333
180,weekly,expanding,xgboost,2022-08-01,2026-04-07,920,61638,2026-04-08,2026-04-14,5,335,0.5402985074626866,0.3133491937615649,1.1350381453746337
181,weekly,expanding,xgboost,2022-08-01,2026-04-14,925,61973,2026-04-15,2026-04-21,5,335,0.5791044776119403,0.2578703162163215,0.994488854597612
182,weekly,expanding,xgboost,2022-08-01,2026-04-21,930,62308,2026-04-22,2026-04-28,5,335,0.6567164179104478,0.2696078431372549,0.8188649517464922
183,weekly,expanding,xgboost,2022-08-01,2026-04-28,935,62643,2026-04-29,2026-05-05,5,335,0.6298507462686567,0.2576312576312576,0.8983538950656639
184,weekly,expanding,xgboost,2022-08-01,2026-05-05,940,62978,2026-05-06,2026-05-12,5,335,0.608955223880597,0.2532588454376164,0.9067045721008636
185,weekly,expanding,xgboost,2022-08-01,2026-05-12,945,63313,2026-05-13,2026-05-19,5,335,0.4925373134328358,0.3674377268371638,1.0482529674131371
186,weekly,expanding,xgboost,2022-08-01,2026-05-19,950,63648,2026-05-20,2026-05-27,5,335,0.6029850746268657,0.2639660871240755,0.974487514096984
187,weekly,expanding,xgboost,2022-08-01,2026-05-27,955,63983,2026-05-28,2026-06-03,5,335,0.764179104477612,0.2887760857304004,0.6873643941104296
188,weekly,expanding,xgboost,2022-08-01,2026-06-03,960,64318,2026-06-04,2026-06-10,5,335,0.3940298507462687,0.3209565202599258,1.0174588542795049
189,weekly,expanding,xgboost,2022-08-01,2026-06-10,965,64653,2026-06-11,2026-06-17,5,335,0.4895522388059701,0.3976827591371767,1.044702013215672
190,weekly,expanding,xgboost,2022-08-01,2026-06-17,970,64988,2026-06-18,2026-06-25,5,335,0.4835820895522388,0.3907682907682908,1.0168415453393786
191,weekly,expanding,xgboost,2022-08-01,2026-06-25,975,65323,2026-06-26,2026-07-02,5,335,0.5014925373134328,0.3271796025305366,0.9419311993581958
192,weekly,expanding,xgboost,2022-08-01,2026-07-02,980,65658,2026-07-06,2026-07-10,5,335,0.6865671641791045,0.3772333942717855,0.7757754684411766
193,weekly,expanding,xgboost,2022-08-01,2026-07-10,985,65993,2026-07-13,2026-07-17,5,335,0.6029850746268657,0.2732991534834852,0.9434068439744584
194,weekly,expanding,xgboost,2022-08-01,2026-07-17,990,66328,2026-07-20,2026-07-24,5,335,0.582089552238806,0.3258256322086109,0.8816178284491951
195,weekly,expanding,xgboost,2022-08-01,2026-07-24,995,66663,2026-07-27,2026-07-30,4,268,0.4104477611940298,0.3208441200223429,1.1023398324177764
0,monthly,expanding,xgboost,2022-08-01,2022-08-26,20,1340,2022-08-29,2022-09-27,21,1407,0.3610518834399431,0.3107686228698534,1.3991462348162331
1,monthly,expanding,xgboost,2022-08-01,2022-09-27,41,2747,2022-09-28,2022-10-26,21,1407,0.3368869936034115,0.3242514712720631,1.3931309232728797
2,monthly,expanding,xgboost,2022-08-01,2022-10-26,62,4154,2022-10-27,2022-11-28,21,1407,0.3041933191186922,0.2981483361889301,1.217963825157534
3,monthly,expanding,xgboost,2022-08-01,2022-11-28,83,5561,2022-11-29,2022-12-28,21,1407,0.326226012793177,0.2821244406176067,1.3193836097711436
4,monthly,expanding,xgboost,2022-08-01,2022-12-28,104,6968,2022-12-29,2023-01-30,21,1407,0.3205401563610519,0.3079702980189587,1.1549045941894889
5,monthly,expanding,xgboost,2022-08-01,2023-01-30,125,8375,2023-01-31,2023-03-01,21,1407,0.4392324093816631,0.3566302134095025,1.1138899763243744
6,monthly,expanding,xgboost,2022-08-01,2023-03-01,146,9782,2023-03-02,2023-03-30,21,1407,0.3781094527363184,0.3547638104730002,1.1220864293503383
7,monthly,expanding,xgboost,2022-08-01,2023-03-30,167,11189,2023-03-31,2023-05-01,21,1407,0.5266524520255863,0.3531168786402872,1.0127409893693835
8,monthly,expanding,xgboost,2022-08-01,2023-05-01,188,12596,2023-05-02,2023-05-31,21,1407,0.5167022032693674,0.3472369709172833,1.0375795347925167
9,monthly,expanding,xgboost,2022-08-01,2023-05-31,209,14003,2023-06-01,2023-06-30,21,1407,0.4740582800284292,0.2886094404957171,1.100420737235732
10,monthly,expanding,xgboost,2022-08-01,2023-06-30,230,15410,2023-07-05,2023-08-02,21,1407,0.6801705756929638,0.2789704324765775,0.8354031028255954
11,monthly,expanding,xgboost,2022-08-01,2023-08-02,251,16817,2023-08-03,2023-08-31,21,1407,0.4605543710021322,0.3000005261872734,1.1099244703205118
12,monthly,expanding,xgboost,2022-08-01,2023-08-31,272,18224,2023-09-01,2023-10-02,21,1407,0.5600568585643213,0.3647028352910705,0.9649254931903088
13,monthly,expanding,xgboost,2022-08-01,2023-10-02,293,19631,2023-10-03,2023-10-31,21,1407,0.378820184790334,0.3132747531335766,1.1124446183824863
14,monthly,expanding,xgboost,2022-08-01,2023-10-31,314,21038,2023-11-01,2023-12-01,21,1407,0.501776830135039,0.2955562453393136,1.013122392406628
15,monthly,expanding,xgboost,2022-08-01,2023-12-01,335,22445,2023-12-04,2024-01-03,21,1407,0.6801705756929638,0.3212833080432168,0.8500573398022863
16,monthly,expanding,xgboost,2022-08-01,2024-01-03,356,23852,2024-01-04,2024-02-02,21,1407,0.5444207533759773,0.312202151461907,1.0914418566891602
17,monthly,expanding,xgboost,2022-08-01,2024-02-02,377,25259,2024-02-05,2024-03-05,21,1407,0.6090973702914001,0.3329061127314163,0.9181051099566432
18,monthly,expanding,xgboost,2022-08-01,2024-03-05,398,26666,2024-03-06,2024-04-04,21,1407,0.6538734896943852,0.3080239401470069,0.8306492269517513
19,monthly,expanding,xgboost,2022-08-01,2024-04-04,419,28073,2024-04-05,2024-05-03,21,1407,0.4392324093816631,0.389408940627487,1.075808542472513
20,monthly,expanding,xgboost,2022-08-01,2024-05-03,440,29480,2024-05-06,2024-06-04,21,1407,0.6993603411513859,0.3315693328129911,0.811815628214792
21,monthly,expanding,xgboost,2022-08-01,2024-06-04,461,30887,2024-06-05,2024-07-05,21,1406,0.5376955903271693,0.2873873873873874,1.0700055863732385
22,monthly,expanding,xgboost,2022-08-01,2024-07-05,482,32293,2024-07-08,2024-08-05,21,1407,0.4498933901918976,0.3412899043611777,1.0142381926086994
23,monthly,expanding,xgboost,2022-08-01,2024-08-05,503,33700,2024-08-06,2024-09-04,21,1407,0.44136460554371,0.3721194945106549,1.055988262585306
24,monthly,expanding,xgboost,2022-08-01,2024-09-04,524,35107,2024-09-05,2024-10-03,21,1407,0.36318407960199,0.2962976376538745,1.150037687402132
25,monthly,expanding,xgboost,2022-08-01,2024-10-03,545,36514,2024-10-04,2024-11-01,21,1407,0.6389481165600569,0.3195124214933459,0.8951052041009542
26,monthly,expanding,xgboost,2022-08-01,2024-11-01,566,37921,2024-11-04,2024-12-03,21,1406,0.6770981507823614,0.3269037319826084,0.903548896489282
27,monthly,expanding,xgboost,2022-08-01,2024-12-03,587,39327,2024-12-04,2025-01-06,21,1407,0.5998578535891969,0.3467255185002595,0.8833489217800047
28,monthly,expanding,xgboost,2022-08-01,2025-01-06,608,40734,2025-01-07,2025-02-06,21,1407,0.5380241648898365,0.3407135620350113,0.9646729202510966
29,monthly,expanding,xgboost,2022-08-01,2025-02-06,629,42141,2025-02-07,2025-03-10,21,1407,0.4498933901918976,0.4099120600712655,1.037793690175462
30,monthly,expanding,xgboost,2022-08-01,2025-03-10,650,43548,2025-03-11,2025-04-08,21,1407,0.3603411513859275,0.3491145850875876,1.133486669375691
31,monthly,expanding,xgboost,2022-08-01,2025-04-08,671,44955,2025-04-09,2025-05-08,21,1407,0.3041933191186922,0.2574787027237685,1.1929122081663686
32,monthly,expanding,xgboost,2022-08-01,2025-05-08,692,46362,2025-05-09,2025-06-09,21,1407,0.4875621890547263,0.3467467134129836,1.0400437730995782
33,monthly,expanding,xgboost,2022-08-01,2025-06-09,713,47769,2025-06-10,2025-07-10,21,1407,0.6901208244491827,0.3410177792294346,0.805858106091648
34,monthly,expanding,xgboost,2022-08-01,2025-07-10,734,49176,2025-07-11,2025-08-08,21,1407,0.7121535181236673,0.3429493864276473,0.7569533563510379
35,monthly,expanding,xgboost,2022-08-01,2025-08-08,755,50583,2025-08-11,2025-09-09,21,1407,0.720682302771855,0.3422111674810595,0.7425942826219019
36,monthly,expanding,xgboost,2022-08-01,2025-09-09,776,51990,2025-09-10,2025-10-08,21,1407,0.7526652452025586,0.3408375821471632,0.7084288961256686
37,monthly,expanding,xgboost,2022-08-01,2025-10-08,797,53397,2025-10-09,2025-11-06,21,1407,0.5657427149964463,0.351270308533312,0.9399768337083292
38,monthly,expanding,xgboost,2022-08-01,2025-11-06,818,54804,2025-11-07,2025-12-08,21,1407,0.550817341862118,0.4461841180428321,0.9482623108221472
39,monthly,expanding,xgboost,2022-08-01,2025-12-08,839,56211,2025-12-09,2026-01-08,21,1407,0.6915422885572139,0.3060044271050615,0.7599708636136796
40,monthly,expanding,xgboost,2022-08-01,2026-01-08,860,57618,2026-01-09,2026-02-09,21,1407,0.6297085998578535,0.4710819761362336,0.8263647835683595
41,monthly,expanding,xgboost,2022-08-01,2026-02-09,881,59025,2026-02-10,2026-03-11,21,1407,0.4740582800284292,0.4040934252378418,1.020515783852694
42,monthly,expanding,xgboost,2022-08-01,2026-03-11,902,60432,2026-03-12,2026-04-10,21,1407,0.3823738450604122,0.3554403786064748,1.0943739221281674
43,monthly,expanding,xgboost,2022-08-01,2026-04-10,923,61839,2026-04-13,2026-05-11,21,1407,0.6048329779673063,0.2826269488720495,0.9764444609698992
44,monthly,expanding,xgboost,2022-08-01,2026-05-11,944,63246,2026-05-12,2026-06-10,21,1407,0.5515280739161336,0.3259912763164461,0.9727209773578877
45,monthly,expanding,xgboost,2022-08-01,2026-06-10,965,64653,2026-06-11,2026-07-13,21,1407,0.5252309879175551,0.3904116728018718,0.9844753375784138
46,monthly,expanding,xgboost,2022-08-01,2026-07-13,986,66060,2026-07-14,2026-07-30,13,871,0.521239954075775,0.3153075809680049,0.9819489867271104
0,weekly,expanding,lstm,2022-08-01,2022-08-26,20,1284,2022-08-29,2022-09-02,5,335,0.3582089552238806,0.3533185849590672,2.15586507249015
1,weekly,expanding,lstm,2022-08-01,2022-09-02,25,1619,2022-09-06,2022-09-12,5,335,0.3701492537313433,0.3645658070251164,1.8343251684346973
2,weekly,expanding,lstm,2022-08-01,2022-09-12,30,1954,2022-09-13,2022-09-19,5,335,0.4,0.37187102831274615,1.6591917088856405
3,weekly,expanding,lstm,2022-08-01,2022-09-19,35,2289,2022-09-20,2022-09-26,5,335,0.36716417910447763,0.3596816551894602,1.9209919210681574
4,weekly,expanding,lstm,2022-08-01,2022-09-26,40,2624,2022-09-27,2022-10-03,5,335,0.3194029850746269,0.2766400632215035,2.7361049117703717
5,weekly,expanding,lstm,2022-08-01,2022-10-03,45,2959,2022-10-04,2022-10-10,5,335,0.2208955223880597,0.22100836220790462,2.2423230844338016
6,weekly,expanding,lstm,2022-08-01,2022-10-10,50,3294,2022-10-11,2022-10-17,5,335,0.2746268656716418,0.26275104240111835,2.338696980525349
7,weekly,expanding,lstm,2022-08-01,2022-10-17,55,3629,2022-10-18,2022-10-24,5,335,0.29253731343283584,0.27263619695886515,2.6574465871746322
8,weekly,expanding,lstm,2022-08-01,2022-10-24,60,3964,2022-10-25,2022-10-31,5,335,0.31044776119402984,0.2986645299145299,1.5804811529327742
9,weekly,expanding,lstm,2022-08-01,2022-10-31,65,4299,2022-11-01,2022-11-07,5,335,0.4417910447761194,0.4315999359249985,1.312111700265048
10,weekly,expanding,lstm,2022-08-01,2022-11-07,70,4634,2022-11-08,2022-11-14,5,335,0.33134328358208953,0.3038355893819363,1.7024049425015466
11,weekly,expanding,lstm,2022-08-01,2022-11-14,75,4969,2022-11-15,2022-11-21,5,335,0.40298507462686567,0.40560121140888467,1.3136140749836427
12,weekly,expanding,lstm,2022-08-01,2022-11-21,80,5304,2022-11-22,2022-11-30,5,335,0.3074626865671642,0.2756954162356388,1.432948681471321
13,weekly,expanding,lstm,2022-08-01,2022-11-30,85,5639,2022-12-01,2022-12-07,5,335,0.3582089552238806,0.3556009965007272,1.8343297457729573
14,weekly,expanding,lstm,2022-08-01,2022-12-07,90,5974,2022-12-08,2022-12-14,5,335,0.3701492537313433,0.33925741340909,1.3972554813319153
15,weekly,expanding,lstm,2022-08-01,2022-12-14,95,6309,2022-12-15,2022-12-21,5,335,0.3253731343283582,0.3241319120119559,1.993748540707137
16,weekly,expanding,lstm,2022-08-01,2022-12-21,100,6644,2022-12-22,2022-12-29,5,335,0.31343283582089554,0.3113834390886249,1.6693479961422242
17,weekly,expanding,lstm,2022-08-01,2022-12-29,105,6979,2022-12-30,2023-01-06,5,335,0.3402985074626866,0.33671119216229267,1.639288651945662
18,weekly,expanding,lstm,2022-08-01,2023-01-06,110,7314,2023-01-09,2023-01-13,5,335,0.34626865671641793,0.2999516074542781,1.743182616409493
19,weekly,expanding,lstm,2022-08-01,2023-01-13,115,7649,2023-01-17,2023-01-23,5,335,0.3582089552238806,0.32883022774327125,1.5796700466551996
20,weekly,expanding,lstm,2022-08-01,2023-01-23,120,7984,2023-01-24,2023-01-30,5,335,0.3611940298507463,0.32874079157323205,1.436025986310481
21,weekly,expanding,lstm,2022-08-01,2023-01-30,125,8319,2023-01-31,2023-02-06,5,335,0.4537313432835821,0.43633994321710584,1.2259354594031895
22,weekly,expanding,lstm,2022-08-01,2023-02-06,130,8654,2023-02-07,2023-02-13,5,335,0.3402985074626866,0.3324177345548725,1.7415349481851963
23,weekly,expanding,lstm,2022-08-01,2023-02-13,135,8989,2023-02-14,2023-02-21,5,335,0.4507462686567164,0.44871794871794873,1.2096833152138913
24,weekly,expanding,lstm,2022-08-01,2023-02-21,140,9324,2023-02-22,2023-02-28,5,335,0.3164179104477612,0.2880395531706659,1.585554563433154
25,weekly,expanding,lstm,2022-08-01,2023-02-28,145,9659,2023-03-01,2023-03-07,5,335,0.3761194029850746,0.37098449608046274,1.415492537638311
26,weekly,expanding,lstm,2022-08-01,2023-03-07,150,9994,2023-03-08,2023-03-14,5,335,0.32238805970149254,0.30720208654336073,1.7509447435573333
27,weekly,expanding,lstm,2022-08-01,2023-03-14,155,10329,2023-03-15,2023-03-21,5,335,0.31343283582089554,0.3106810737616425,1.489851503417957
28,weekly,expanding,lstm,2022-08-01,2023-03-21,160,10664,2023-03-22,2023-03-28,5,335,0.373134328358209,0.35824492971364535,1.2640435184450485
29,weekly,expanding,lstm,2022-08-01,2023-03-28,165,10999,2023-03-29,2023-04-04,5,335,0.3641791044776119,0.29443671295286783,1.3215428683732933
30,weekly,expanding,lstm,2022-08-01,2023-04-04,170,11334,2023-04-05,2023-04-12,5,335,0.4626865671641791,0.3538687896488914,1.1318016324765243
31,weekly,expanding,lstm,2022-08-01,2023-04-12,175,11669,2023-04-13,2023-04-19,5,335,0.5164179104477612,0.329339941104647,1.0992220422957875
32,weekly,expanding,lstm,2022-08-01,2023-04-19,180,12004,2023-04-20,2023-04-26,5,335,0.48955223880597015,0.3723160173160173,1.3962808184732804
33,weekly,expanding,lstm,2022-08-01,2023-04-26,185,12339,2023-04-27,2023-05-03,5,335,0.3164179104477612,0.2391008828605814,1.386257933009992
34,weekly,expanding,lstm,2022-08-01,2023-05-03,190,12674,2023-05-04,2023-05-10,5,335,0.45671641791044776,0.4418946075694987,1.003329956825963
35,weekly,expanding,lstm,2022-08-01,2023-05-10,195,13009,2023-05-11,2023-05-17,5,335,0.3641791044776119,0.2911244242513592,1.2624214182262337
36,weekly,expanding,lstm,2022-08-01,2023-05-17,200,13344,2023-05-18,2023-05-24,5,335,0.43582089552238806,0.3442134443789144,1.2396964922852396
37,weekly,expanding,lstm,2022-08-01,2023-05-24,205,13679,2023-05-25,2023-06-01,5,335,0.4298507462686567,0.29621993934977314,1.2532432282898145
38,weekly,expanding,lstm,2022-08-01,2023-06-01,210,14014,2023-06-02,2023-06-08,5,335,0.48656716417910445,0.4288704137392662,1.0896040186040175
39,weekly,expanding,lstm,2022-08-01,2023-06-08,215,14349,2023-06-09,2023-06-15,5,335,0.4716417910447761,0.37795732084147576,1.1780862421578808
40,weekly,expanding,lstm,2022-08-01,2023-06-15,220,14684,2023-06-16,2023-06-23,5,335,0.48059701492537316,0.3487105571866238,1.2210962296979206
41,weekly,expanding,lstm,2022-08-01,2023-06-23,225,15019,2023-06-26,2023-06-30,5,335,0.5283582089552239,0.33453233796771914,0.9629577183753154
42,weekly,expanding,lstm,2022-08-01,2023-06-30,230,15354,2023-07-05,2023-07-11,5,335,0.5462686567164179,0.35332223562633525,1.1368475834370602
43,weekly,expanding,lstm,2022-08-01,2023-07-11,235,15689,2023-07-12,2023-07-18,5,335,0.6358208955223881,0.3545951853935461,0.9229861103492969
44,weekly,expanding,lstm,2022-08-01,2023-07-18,240,16024,2023-07-19,2023-07-25,5,335,0.5791044776119403,0.33694771438195903,1.000960713025716
45,weekly,expanding,lstm,2022-08-01,2023-07-25,245,16359,2023-07-26,2023-08-01,5,335,0.6746268656716418,0.44521067670316566,0.9044228582397656
46,weekly,expanding,lstm,2022-08-01,2023-08-01,250,16694,2023-08-02,2023-08-08,5,335,0.408955223880597,0.3112843255121458,1.2185568464205176
47,weekly,expanding,lstm,2022-08-01,2023-08-08,255,17029,2023-08-09,2023-08-15,5,335,0.3164179104477612,0.2503352128327857,1.512452560597234
48,weekly,expanding,lstm,2022-08-01,2023-08-15,260,17364,2023-08-16,2023-08-22,5,335,0.28955223880597014,0.2525997064495971,1.5382000820165922
49,weekly,expanding,lstm,2022-08-01,2023-08-22,265,17699,2023-08-23,2023-08-29,5,335,0.29253731343283584,0.24080730622786697,1.3916116154951232
50,weekly,expanding,lstm,2022-08-01,2023-08-29,270,18034,2023-08-30,2023-09-06,5,335,0.48955223880597015,0.3505374276393261,1.169884747200394
51,weekly,expanding,lstm,2022-08-01,2023-09-06,275,18369,2023-09-07,2023-09-13,5,335,0.6626865671641791,0.28892821874238517,0.9535674005375688
52,weekly,expanding,lstm,2022-08-01,2023-09-13,280,18704,2023-09-14,2023-09-20,5,335,0.6,0.44475075995608737,0.904782507037854
53,weekly,expanding,lstm,2022-08-01,2023-09-20,285,19039,2023-09-21,2023-09-27,5,335,0.34626865671641793,0.2821105970478079,1.3219641041697257
54,weekly,expanding,lstm,2022-08-01,2023-09-27,290,19374,2023-09-28,2023-10-04,5,335,0.4,0.3956495476716701,1.1423436741101622
55,weekly,expanding,lstm,2022-08-01,2023-10-04,295,19709,2023-10-05,2023-10-11,5,335,0.3402985074626866,0.2794304602084922,1.3912356785818478
56,weekly,expanding,lstm,2022-08-01,2023-10-11,300,20044,2023-10-12,2023-10-18,5,335,0.4,0.38862030936558184,1.2172966000553676
57,weekly,expanding,lstm,2022-08-01,2023-10-18,305,20379,2023-10-19,2023-10-25,5,335,0.2537313432835821,0.2539535472584135,1.572564858015163
58,weekly,expanding,lstm,2022-08-01,2023-10-25,310,20714,2023-10-26,2023-11-01,5,335,0.3164179104477612,0.29820039475211885,1.3741003804644691
59,weekly,expanding,lstm,2022-08-01,2023-11-01,315,21049,2023-11-02,2023-11-08,5,335,0.5432835820895522,0.32931350067141824,1.2313697225954097
60,weekly,expanding,lstm,2022-08-01,2023-11-08,320,21384,2023-11-09,2023-11-15,5,335,0.5044776119402985,0.4273762846761564,1.1056581501007063
61,weekly,expanding,lstm,2022-08-01,2023-11-15,325,21719,2023-11-16,2023-11-22,5,335,0.7432835820895523,0.28620689655172415,0.8040490681320904
62,weekly,expanding,lstm,2022-08-01,2023-11-22,330,22054,2023-11-27,2023-12-01,5,335,0.6,0.26425143953934743,1.0369473295242948
63,weekly,expanding,lstm,2022-08-01,2023-12-01,335,22389,2023-12-04,2023-12-08,5,335,0.5791044776119403,0.28674889310562934,1.0879427524689578
64,weekly,expanding,lstm,2022-08-01,2023-12-08,340,22724,2023-12-11,2023-12-15,5,335,0.6417910447761194,0.3747287597039546,0.9535633315288949
65,weekly,expanding,lstm,2022-08-01,2023-12-15,345,23059,2023-12-18,2023-12-22,5,335,0.5850746268656717,0.37785409064083425,0.8493580796946094
66,weekly,expanding,lstm,2022-08-01,2023-12-22,350,23394,2023-12-26,2024-01-02,5,335,0.6507462686567164,0.363137052974855,0.7261449169378101
67,weekly,expanding,lstm,2022-08-01,2024-01-02,355,23729,2024-01-03,2024-01-09,5,335,0.4388059701492537,0.3103592754277686,1.1250752283554302
68,weekly,expanding,lstm,2022-08-01,2024-01-09,360,24064,2024-01-10,2024-01-17,5,335,0.46567164179104475,0.2638378923888592,1.2651930721212454
69,weekly,expanding,lstm,2022-08-01,2024-01-17,365,24399,2024-01-18,2024-01-24,5,335,0.6328358208955224,0.4055554017709831,1.0235600282757902
70,weekly,expanding,lstm,2022-08-01,2024-01-24,370,24734,2024-01-25,2024-01-31,5,335,0.5880597014925373,0.3331998459173827,1.0535099531037935
71,weekly,expanding,lstm,2022-08-01,2024-01-31,375,25069,2024-02-01,2024-02-07,5,335,0.4955223880597015,0.41163772175536884,1.0020722254982244
72,weekly,expanding,lstm,2022-08-01,2024-02-07,380,25404,2024-02-08,2024-02-14,5,335,0.608955223880597,0.4304081810322662,1.0114138048177912
73,weekly,expanding,lstm,2022-08-01,2024-02-14,385,25739,2024-02-15,2024-02-22,5,335,0.4835820895522388,0.2951851851851852,1.1337891705003937
74,weekly,expanding,lstm,2022-08-01,2024-02-22,390,26074,2024-02-23,2024-02-29,5,335,0.6507462686567164,0.31461275851519754,0.8311248604763919
75,weekly,expanding,lstm,2022-08-01,2024-02-29,395,26409,2024-03-01,2024-03-07,5,335,0.5940298507462687,0.4174476215554521,0.9491930291387961
76,weekly,expanding,lstm,2022-08-01,2024-03-07,400,26744,2024-03-08,2024-03-14,5,335,0.5402985074626866,0.4575219577102816,1.0106994300010368
77,weekly,expanding,lstm,2022-08-01,2024-03-14,405,27079,2024-03-15,2024-03-21,5,335,0.5611940298507463,0.3128782606861939,1.075308127495324
78,weekly,expanding,lstm,2022-08-01,2024-03-21,410,27414,2024-03-22,2024-03-28,5,335,0.8238805970149253,0.3599778883360973,0.5281756912405783
79,weekly,expanding,lstm,2022-08-01,2024-03-28,415,27749,2024-04-01,2024-04-05,5,335,0.5313432835820896,0.3992178513917644,1.1182963419679448
80,weekly,expanding,lstm,2022-08-01,2024-04-05,420,28084,2024-04-08,2024-04-12,5,335,0.373134328358209,0.32922678789668214,1.2631779267507057
81,weekly,expanding,lstm,2022-08-01,2024-04-12,425,28419,2024-04-15,2024-04-19,5,335,0.373134328358209,0.36264035288276025,1.462541043919989
82,weekly,expanding,lstm,2022-08-01,2024-04-19,430,28754,2024-04-22,2024-04-26,5,335,0.3850746268656716,0.3255924416539271,1.2225487793279928
83,weekly,expanding,lstm,2022-08-01,2024-04-26,435,29089,2024-04-29,2024-05-03,5,335,0.382089552238806,0.31863464414128106,1.1729112773330266
84,weekly,expanding,lstm,2022-08-01,2024-05-03,440,29424,2024-05-06,2024-05-10,5,335,0.8208955223880597,0.4988505747126437,0.5448404882003894
85,weekly,expanding,lstm,2022-08-01,2024-05-10,445,29759,2024-05-13,2024-05-17,5,335,0.6776119402985075,0.279755143253818,0.8225775602546674
86,weekly,expanding,lstm,2022-08-01,2024-05-17,450,30094,2024-05-20,2024-05-24,5,335,0.608955223880597,0.2942162563595295,0.9872122676702271
87,weekly,expanding,lstm,2022-08-01,2024-05-24,455,30429,2024-05-28,2024-06-03,5,335,0.564179104477612,0.4214522120905099,1.011457047611553
88,weekly,expanding,lstm,2022-08-01,2024-06-03,460,30764,2024-06-04,2024-06-10,5,335,0.582089552238806,0.38810934118516444,0.8719855162130379
89,weekly,expanding,lstm,2022-08-01,2024-06-10,465,31099,2024-06-11,2024-06-17,5,335,0.5582089552238806,0.3529141705890743,1.0608597558658823
90,weekly,expanding,lstm,2022-08-01,2024-06-17,470,31434,2024-06-18,2024-06-25,5,335,0.6268656716417911,0.36335454446110965,0.9256744031941699
91,weekly,expanding,lstm,2022-08-01,2024-06-25,475,31769,2024-06-26,2024-07-02,5,335,0.4716417910447761,0.28611488599840373,1.17648966943259
92,weekly,expanding,lstm,2022-08-01,2024-07-02,480,32104,2024-07-03,2024-07-10,5,334,0.8143712574850299,0.2992299229922992,0.6588527197040586
93,weekly,expanding,lstm,2022-08-01,2024-07-10,485,32438,2024-07-11,2024-07-17,5,335,0.4208955223880597,0.3558525944490856,1.1222224278835895
94,weekly,expanding,lstm,2022-08-01,2024-07-17,490,32773,2024-07-18,2024-07-24,5,335,0.4716417910447761,0.4409566066287822,1.1021060171551251
95,weekly,expanding,lstm,2022-08-01,2024-07-24,495,33108,2024-07-25,2024-07-31,5,335,0.31044776119402984,0.30472540881359006,1.3675151629818492
96,weekly,expanding,lstm,2022-08-01,2024-07-31,500,33443,2024-08-01,2024-08-07,5,335,0.33134328358208953,0.28513441860989835,1.375449477499772
97,weekly,expanding,lstm,2022-08-01,2024-08-07,505,33778,2024-08-08,2024-08-14,5,335,0.3970149253731343,0.3691611347735441,1.2430744770561986
98,weekly,expanding,lstm,2022-08-01,2024-08-14,510,34113,2024-08-15,2024-08-21,5,335,0.6059701492537314,0.3561243775135796,0.8464228525604396
99,weekly,expanding,lstm,2022-08-01,2024-08-21,515,34448,2024-08-22,2024-08-28,5,335,0.33432835820895523,0.2735012046684815,1.425082553110327
100,weekly,expanding,lstm,2022-08-01,2024-08-28,520,34783,2024-08-29,2024-09-05,5,335,0.3253731343283582,0.2908444492206565,1.5487478535617947
101,weekly,expanding,lstm,2022-08-01,2024-09-05,525,35118,2024-09-06,2024-09-12,5,335,0.35522388059701493,0.33738183386582793,1.2954553669709035
102,weekly,expanding,lstm,2022-08-01,2024-09-12,530,35453,2024-09-13,2024-09-19,5,335,0.45671641791044776,0.3497631400857207,1.2330216024023675
103,weekly,expanding,lstm,2022-08-01,2024-09-19,535,35788,2024-09-20,2024-09-26,5,335,0.591044776119403,0.3079741756418379,0.8644393678278668
104,weekly,expanding,lstm,2022-08-01,2024-09-26,540,36123,2024-09-27,2024-10-03,5,335,0.5611940298507463,0.45348115127877636,0.9769082280779325
105,weekly,expanding,lstm,2022-08-01,2024-10-03,545,36458,2024-10-04,2024-10-10,5,335,0.46865671641791046,0.2937884024577573,1.1757146399418357
